% La2004 solution of eccentricity, precession and obliquity
% Obtained from http://vo.imcce.fr/insola/earth/online/earth/online/index.php
% Time (ky)     Eccentricity    Precession    Obliquity 
   -3791.000       0.028833       0.013152       0.396140
   -3790.000       0.027627       0.018968       0.396738
   -3789.000       0.026433       0.022784       0.397537
   -3788.000       0.025297       0.024496       0.398510
   -3787.000       0.023993       0.023985       0.399630
   -3786.000       0.022797       0.021794       0.400862
   -3785.000       0.021591       0.018209       0.402176
   -3784.000       0.020279       0.013636       0.403542
   -3783.000       0.019099       0.008777       0.404929
   -3782.000       0.017824       0.003984       0.406308
   -3781.000       0.016664      -0.000414       0.407649
   -3780.000       0.015460      -0.004003       0.408923
   -3779.000       0.014343      -0.006738       0.410100
   -3778.000       0.013311      -0.008685       0.411153
   -3777.000       0.012353      -0.009758       0.412055
   -3776.000       0.011486      -0.010252       0.412779
   -3775.000       0.010857      -0.010386       0.413305
   -3774.000       0.010318      -0.010226       0.413613
   -3773.000       0.010015      -0.010014       0.413694
   -3772.000       0.010020      -0.009896       0.413545
   -3771.000       0.010152      -0.009676       0.413169
   -3770.000       0.010533      -0.009432       0.412576
   -3769.000       0.011214      -0.009079       0.411783
   -3768.000       0.011903      -0.008171       0.410811
   -3767.000       0.012852      -0.006815       0.409687
   -3766.000       0.013838      -0.004710       0.408441
   -3765.000       0.014932      -0.001775       0.407100
   -3764.000       0.016067       0.001903       0.405697
   -3763.000       0.017231       0.006090       0.404261
   -3762.000       0.018452       0.010732       0.402825
   -3761.000       0.019651       0.015145       0.401424
   -3760.000       0.020849       0.019017       0.400092
   -3759.000       0.022110       0.021863       0.398867
   -3758.000       0.023292       0.023103       0.397785
   -3757.000       0.024458       0.022436       0.396881
   -3756.000       0.025678       0.019759       0.396189
   -3755.000       0.026805       0.014926       0.395736
   -3754.000       0.027927       0.008245       0.395542
   -3753.000       0.029021       0.000302       0.395617
   -3752.000       0.030115      -0.008455       0.395964
   -3751.000       0.031136      -0.017043       0.396569
   -3750.000       0.032138      -0.024624       0.397419
   -3749.000       0.033126      -0.030512       0.398488
   -3748.000       0.034084      -0.033898       0.399745
   -3747.000       0.034975      -0.034327       0.401160
   -3746.000       0.035853      -0.031657       0.402694
   -3745.000       0.036740      -0.025992       0.404307
   -3744.000       0.037464      -0.017592       0.405966
   -3743.000       0.038279      -0.007420       0.407629
   -3742.000       0.038966       0.003911       0.409255
   -3741.000       0.039610       0.015261       0.410808
   -3740.000       0.040227       0.025577       0.412246
   -3739.000       0.040760       0.033904       0.413528
   -3738.000       0.041309       0.039538       0.414624
   -3737.000       0.041694       0.041694       0.415501
   -3736.000       0.042106       0.040327       0.416133
   -3735.000       0.042491       0.035439       0.416505
   -3734.000       0.042718       0.027288       0.416602
   -3733.000       0.042987       0.016724       0.416419
   -3732.000       0.043203       0.004579       0.415964
   -3731.000       0.043317      -0.008140       0.415244
   -3730.000       0.043480      -0.020214       0.414277
   -3729.000       0.043490      -0.030530       0.413090
   -3728.000       0.043602      -0.038366       0.411703
   -3727.000       0.043559      -0.042699       0.410146
   -3726.000       0.043519      -0.043310       0.408455
   -3725.000       0.043490      -0.040112       0.406665
   -3724.000       0.043324      -0.033269       0.404812
   -3723.000       0.043175      -0.023481       0.402942
   -3722.000       0.043025      -0.011717       0.401093
   -3721.000       0.042758       0.001148       0.399310
   -3720.000       0.042506       0.013724       0.397640
   -3719.000       0.042187       0.024881       0.396124
   -3718.000       0.041870       0.033692       0.394804
   -3717.000       0.041480       0.039227       0.393717
   -3716.000       0.041022       0.041007       0.392887
   -3715.000       0.040632       0.039058       0.392338
   -3714.000       0.040113       0.033455       0.392083
   -3713.000       0.039598       0.024892       0.392127
   -3712.000       0.039073       0.014263       0.392468
   -3711.000       0.038537       0.002595       0.393100
   -3710.000       0.037933      -0.009029       0.394006
   -3709.000       0.037368      -0.019349       0.395167
   -3708.000       0.036780      -0.027662       0.396561
   -3707.000       0.036148      -0.033092       0.398158
   -3706.000       0.035542      -0.035322       0.399926
   -3705.000       0.034880      -0.034230       0.401829
   -3704.000       0.034265      -0.030141       0.403822
   -3703.000       0.033540      -0.023417       0.405863
   -3702.000       0.032872      -0.014936       0.407907
   -3701.000       0.032194      -0.005492       0.409903
   -3700.000       0.031422       0.004064       0.411814
   -3699.000       0.030716       0.012784       0.413592
   -3698.000       0.029962       0.019922       0.415198
   -3697.000       0.029204       0.025034       0.416600
   -3696.000       0.028415       0.027577       0.417772
   -3695.000       0.027629       0.027584       0.418684
   -3694.000       0.026871       0.025155       0.419323
   -3693.000       0.026047       0.020569       0.419673
   -3692.000       0.025219       0.014375       0.419720
   -3691.000       0.024512       0.007298       0.419464
   -3690.000       0.023636      -0.000134       0.418904
   -3689.000       0.022904      -0.007057       0.418043
   -3688.000       0.022138      -0.012910       0.416896
   -3687.000       0.021362      -0.017210       0.415479
   -3686.000       0.020633      -0.019586       0.413816
   -3685.000       0.019853      -0.019852       0.411940
   -3684.000       0.019143      -0.018184       0.409891
   -3683.000       0.018403      -0.014762       0.407710
   -3682.000       0.017617      -0.009992       0.405454
   -3681.000       0.016959      -0.004591       0.403173
   -3680.000       0.016205       0.001038       0.400919
   -3679.000       0.015480       0.006087       0.398755
   -3678.000       0.014839       0.010108       0.396730
   -3677.000       0.014134       0.012614       0.394892
   -3676.000       0.013549       0.013472       0.393292
   -3675.000       0.012915       0.012491       0.391966
   -3674.000       0.012445       0.010048       0.390946
   -3673.000       0.011979       0.006339       0.390265
   -3672.000       0.011551       0.002005       0.389939
   -3671.000       0.011308      -0.002449       0.389981
   -3670.000       0.011075      -0.006344       0.390398
   -3669.000       0.010947      -0.009272       0.391177
   -3668.000       0.010904      -0.010754       0.392301
   -3667.000       0.010935      -0.010655       0.393745
   -3666.000       0.011112      -0.009016       0.395464
   -3665.000       0.011250      -0.005985       0.397408
   -3664.000       0.011515      -0.002026       0.399524
   -3663.000       0.011893       0.002372       0.401750
   -3662.000       0.012193       0.006640       0.404020
   -3661.000       0.012619       0.010201       0.406280
   -3660.000       0.013096       0.012625       0.408470
   -3659.000       0.013543       0.013485       0.410540
   -3658.000       0.014095       0.012750       0.412447
   -3657.000       0.014571       0.010268       0.414146
   -3656.000       0.015195       0.006461       0.415610
   -3655.000       0.015749       0.001566       0.416810
   -3654.000       0.016309      -0.003784       0.417722
   -3653.000       0.016964      -0.009090       0.418334
   -3652.000       0.017500      -0.013634       0.418636
   -3651.000       0.018132      -0.017030       0.418618
   -3650.000       0.018656      -0.018648       0.418289
   -3649.000       0.019232      -0.018417       0.417661
   -3648.000       0.019763      -0.016150       0.416750
   -3647.000       0.020208      -0.012061       0.415589
   -3646.000       0.020725      -0.006519       0.414210
   -3645.000       0.021161      -0.000002       0.412652
   -3644.000       0.021500       0.006729       0.410964
   -3643.000       0.021954       0.013071       0.409190
   -3642.000       0.022252       0.018196       0.407379
   -3641.000       0.022573       0.021619       0.405576
   -3640.000       0.022851       0.022841       0.403824
   -3639.000       0.023119       0.021720       0.402158
   -3638.000       0.023380       0.018247       0.400617
   -3637.000       0.023545       0.012830       0.399228
   -3636.000       0.023749       0.005906       0.398019
   -3635.000       0.023927      -0.001694       0.397015
   -3634.000       0.024020      -0.009213       0.396231
   -3633.000       0.024091      -0.015830       0.395682
   -3632.000       0.024180      -0.020823       0.395378
   -3631.000       0.024148      -0.023629       0.395320
   -3630.000       0.024131      -0.023977       0.395507
   -3629.000       0.024047      -0.021823       0.395927
   -3628.000       0.023946      -0.017379       0.396561
   -3627.000       0.023777      -0.011242       0.397381
   -3626.000       0.023573      -0.004005       0.398362
   -3625.000       0.023379       0.003546       0.399468
   -3624.000       0.023077       0.010511       0.400669
   -3623.000       0.022802       0.016307       0.401932
   -3622.000       0.022494       0.020218       0.403227
   -3621.000       0.022161       0.021973       0.404527
   -3620.000       0.021784       0.021372       0.405806
   -3619.000       0.021416       0.018651       0.407041
   -3618.000       0.021061       0.014039       0.408213
   -3617.000       0.020641       0.008173       0.409298
   -3616.000       0.020214       0.001681       0.410279
   -3615.000       0.019803      -0.004747       0.411132
   -3614.000       0.019401      -0.010426       0.411842
   -3613.000       0.018866      -0.014716       0.412394
   -3612.000       0.018473      -0.017349       0.412773
   -3611.000       0.017977      -0.017974       0.412973
   -3610.000       0.017482      -0.016638       0.412987
   -3609.000       0.017021      -0.013621       0.412816
   -3608.000       0.016520      -0.009200       0.412464
   -3607.000       0.016069      -0.003983       0.411941
   -3606.000       0.015578       0.001388       0.411256
   -3605.000       0.015113       0.006402       0.410425
   -3604.000       0.014738       0.010417       0.409461
   -3603.000       0.014289       0.013002       0.408384
   -3602.000       0.013964       0.013928       0.407215
   -3601.000       0.013689       0.013119       0.405975
   -3600.000       0.013417       0.010611       0.404689
   -3599.000       0.013276       0.006908       0.403386
   -3598.000       0.013100       0.002321       0.402095
   -3597.000       0.013110      -0.002527       0.400850
   -3596.000       0.013042      -0.006985       0.399686
   -3595.000       0.013094      -0.010550       0.398640
   -3594.000       0.013237      -0.012778       0.397747
   -3593.000       0.013360      -0.013282       0.397040
   -3592.000       0.013585      -0.012065       0.396547
   -3591.000       0.013846      -0.009248       0.396292
   -3590.000       0.014176      -0.005033       0.396291
   -3589.000       0.014533      -0.000058       0.396550
   -3588.000       0.014911       0.005159       0.397070
   -3587.000       0.015390       0.010001       0.397839
   -3586.000       0.015888       0.013840       0.398841
   -3585.000       0.016348       0.016127       0.400053
   -3584.000       0.016960       0.016702       0.401447
   -3583.000       0.017547       0.015264       0.402987
   -3582.000       0.018129       0.011951       0.404638
   -3581.000       0.018808       0.007170       0.406355
   -3580.000       0.019432       0.001211       0.408093
   -3579.000       0.020154      -0.005195       0.409807
   -3578.000       0.020782      -0.011402       0.411445
   -3577.000       0.021481      -0.016794       0.412958
   -3576.000       0.022207      -0.020798       0.414305
   -3575.000       0.022829      -0.022805       0.415434
   -3574.000       0.023553      -0.022734       0.416313
   -3573.000       0.024228      -0.020378       0.416912
   -3572.000       0.024898      -0.015833       0.417205
   -3571.000       0.025572      -0.009602       0.417180
   -3570.000       0.026234      -0.002090       0.416834
   -3569.000       0.026925       0.006061       0.416167
   -3568.000       0.027576       0.013957       0.415195
   -3567.000       0.028201       0.020908       0.413937
   -3566.000       0.028949       0.026305       0.412420
   -3565.000       0.029518       0.029285       0.410681
   -3564.000       0.030215       0.029730       0.408763
   -3563.000       0.030879       0.027334       0.406706
   -3562.000       0.031499       0.022168       0.404569
   -3561.000       0.032142       0.014676       0.402407
   -3560.000       0.032731       0.005522       0.400276
   -3559.000       0.033358      -0.004644       0.398242
   -3558.000       0.033917      -0.014642       0.396364
   -3557.000       0.034422      -0.023584       0.394697
   -3556.000       0.035017      -0.030614       0.393299
   -3555.000       0.035475      -0.034787       0.392213
   -3554.000       0.035929      -0.035703       0.391471
   -3553.000       0.036418      -0.033223       0.391104
   -3552.000       0.036790      -0.027369       0.391116
   -3551.000       0.037205      -0.018748       0.391504
   -3550.000       0.037528      -0.008195       0.392257
   -3549.000       0.037888       0.003395       0.393345
   -3548.000       0.038170       0.014829       0.394731
   -3547.000       0.038443       0.024921       0.396378
   -3546.000       0.038707       0.032845       0.398233
   -3545.000       0.038943       0.037706       0.400240
   -3544.000       0.039116       0.039062       0.402353
   -3543.000       0.039286       0.036832       0.404513
   -3542.000       0.039467       0.031255       0.406664
   -3541.000       0.039496       0.022675       0.408761
   -3540.000       0.039575       0.012204       0.410744
   -3539.000       0.039599       0.000564       0.412571
   -3538.000       0.039554      -0.011112       0.414203
   -3537.000       0.039470      -0.021647       0.415600
   -3536.000       0.039331      -0.030253       0.416742
   -3535.000       0.039210      -0.036173       0.417611
   -3534.000       0.038941      -0.038742       0.418193
   -3533.000       0.038690      -0.037952       0.418490
   -3532.000       0.038410      -0.033883       0.418509
   -3531.000       0.038028      -0.026824       0.418256
   -3530.000       0.037640      -0.017624       0.417754
   -3529.000       0.037226      -0.007098       0.417018
   -3528.000       0.036706       0.003920       0.416067
   -3527.000       0.036232       0.014210       0.414927
   -3526.000       0.035615       0.022968       0.413621
   -3525.000       0.035087       0.029508       0.412174
   -3524.000       0.034412       0.033137       0.410620
   -3523.000       0.033711       0.033700       0.408988
   -3522.000       0.033076       0.031355       0.407309
   -3521.000       0.032254       0.026193       0.405619
   -3520.000       0.031456       0.018994       0.403953
   -3519.000       0.030642       0.010515       0.402338
   -3518.000       0.029720       0.001467       0.400810
   -3517.000       0.028815      -0.007111       0.399391
   -3516.000       0.027805      -0.014492       0.398101
   -3515.000       0.026815      -0.020103       0.396958
   -3514.000       0.025793      -0.023520       0.395976
   -3513.000       0.024636      -0.024439       0.395164
   -3512.000       0.023602      -0.023250       0.394532
   -3511.000       0.022428      -0.019996       0.394088
   -3510.000       0.021269      -0.015317       0.393836
   -3509.000       0.020113      -0.009813       0.393786
   -3508.000       0.018944      -0.004089       0.393941
   -3507.000       0.017726       0.001366       0.394304
   -3506.000       0.016547       0.005821       0.394878
   -3505.000       0.015353       0.009233       0.395656
   -3504.000       0.014139       0.011289       0.396627
   -3503.000       0.012924       0.012007       0.397777
   -3502.000       0.011725       0.011650       0.399084
   -3501.000       0.010560       0.010461       0.400522
   -3500.000       0.009352       0.008710       0.402064
   -3499.000       0.008251       0.006852       0.403682
   -3498.000       0.007224       0.005163       0.405340
   -3497.000       0.006258       0.003746       0.407014
   -3496.000       0.005517       0.002848       0.408672
   -3495.000       0.005085       0.002429       0.410283
   -3494.000       0.004898       0.002208       0.411819
   -3493.000       0.005228       0.002284       0.413251
   -3492.000       0.005810       0.002169       0.414542
   -3491.000       0.006616       0.001737       0.415664
   -3490.000       0.007619       0.000816       0.416585
   -3489.000       0.008709      -0.000702       0.417274
   -3488.000       0.009817      -0.002950       0.417707
   -3487.000       0.010990      -0.005546       0.417863
   -3486.000       0.012184      -0.008553       0.417728
   -3485.000       0.013368      -0.011494       0.417300
   -3484.000       0.014569      -0.014015       0.416583
   -3483.000       0.015741      -0.015741       0.415588
   -3482.000       0.016975      -0.016381       0.414340
   -3481.000       0.018117      -0.015531       0.412867
   -3480.000       0.019287      -0.013138       0.411202
   -3479.000       0.020494      -0.009273       0.409388
   -3478.000       0.021586      -0.003905       0.407469
   -3477.000       0.022730       0.002334       0.405490
   -3476.000       0.023882       0.009099       0.403507
   -3475.000       0.024925       0.015731       0.401567
   -3474.000       0.026053       0.021539       0.399725
   -3473.000       0.027048       0.025800       0.398035
   -3472.000       0.028147       0.028146       0.396544
   -3471.000       0.029099       0.027927       0.395299
   -3470.000       0.030061       0.025140       0.394344
   -3469.000       0.031062       0.019846       0.393703
   -3468.000       0.031929       0.012331       0.393402
   -3467.000       0.032826       0.003215       0.393453
   -3466.000       0.033713      -0.006628       0.393849
   -3465.000       0.034525      -0.016452       0.394576
   -3464.000       0.035356      -0.025209       0.395611
   -3463.000       0.036122      -0.032012       0.396909
   -3462.000       0.036905      -0.036277       0.398429
   -3461.000       0.037649      -0.037418       0.400117
   -3460.000       0.038310      -0.035219       0.401917
   -3459.000       0.039083      -0.029928       0.403771
   -3458.000       0.039706      -0.021722       0.405623
   -3457.000       0.040335      -0.011436       0.407416
   -3456.000       0.041022       0.000179       0.409102
   -3455.000       0.041586       0.012065       0.410631
   -3454.000       0.042189       0.023301       0.411962
   -3453.000       0.042730       0.032755       0.413062
   -3452.000       0.043293       0.039735       0.413902
   -3451.000       0.043775       0.043467       0.414458
   -3450.000       0.044254       0.043630       0.414724
   -3449.000       0.044688       0.040086       0.414695
   -3448.000       0.045135       0.033139       0.414380
   -3447.000       0.045476       0.023192       0.413798
   -3446.000       0.045833       0.011148       0.412971
   -3445.000       0.046192      -0.002062       0.411935
   -3444.000       0.046423      -0.015329       0.410730
   -3443.000       0.046711      -0.027448       0.409396
   -3442.000       0.046947      -0.037357       0.407983
   -3441.000       0.047110      -0.044173       0.406538
   -3440.000       0.047282      -0.047192       0.405102
   -3439.000       0.047402      -0.046105       0.403725
   -3438.000       0.047526      -0.040972       0.402445
   -3437.000       0.047575      -0.032164       0.401298
   -3436.000       0.047577      -0.020444       0.400320
   -3435.000       0.047692      -0.006927       0.399533
   -3434.000       0.047573       0.007272       0.398955
   -3433.000       0.047556       0.020797       0.398601
   -3432.000       0.047472       0.032402       0.398470
   -3431.000       0.047321       0.041085       0.398558
   -3430.000       0.047162       0.046022       0.398854
   -3429.000       0.046926       0.046784       0.399337
   -3428.000       0.046690       0.043389       0.399982
   -3427.000       0.046390       0.036185       0.400763
   -3426.000       0.046010       0.025831       0.401644
   -3425.000       0.045701       0.013427       0.402594
   -3424.000       0.045227       0.000003       0.403585
   -3423.000       0.044762      -0.013107       0.404583
   -3422.000       0.044316      -0.024802       0.405563
   -3421.000       0.043715      -0.033992       0.406500
   -3420.000       0.043170      -0.040041       0.407372
   -3419.000       0.042512      -0.042349       0.408164
   -3418.000       0.041883      -0.040976       0.408864
   -3417.000       0.041185      -0.036036       0.409461
   -3416.000       0.040396      -0.028163       0.409948
   -3415.000       0.039684      -0.018151       0.410323
   -3414.000       0.038845      -0.006955       0.410581
   -3413.000       0.037965       0.004335       0.410727
   -3412.000       0.037083       0.014764       0.410764
   -3411.000       0.036163       0.023397       0.410698
   -3410.000       0.035137       0.029554       0.410539
   -3409.000       0.034153       0.032837       0.410294
   -3408.000       0.033085       0.033081       0.409974
   -3407.000       0.031997       0.030457       0.409590
   -3406.000       0.030865       0.025402       0.409148
   -3405.000       0.029704       0.018515       0.408653
   -3404.000       0.028545       0.010535       0.408113
   -3403.000       0.027286       0.002366       0.407525
   -3402.000       0.026062      -0.005375       0.406891
   -3401.000       0.024829      -0.011858       0.406212
   -3400.000       0.023505      -0.016720       0.405490
   -3399.000       0.022217      -0.019610       0.404728
   -3398.000       0.020951      -0.020529       0.403933
   -3397.000       0.019595      -0.019515       0.403115
   -3396.000       0.018314      -0.017048       0.402288
   -3395.000       0.016955      -0.013425       0.401466
   -3394.000       0.015670      -0.009247       0.400667
   -3393.000       0.014314      -0.005016       0.399910
   -3392.000       0.012974      -0.001128       0.399214
   -3391.000       0.011697       0.002035       0.398597
   -3390.000       0.010380       0.004295       0.398080
   -3389.000       0.009081       0.005599       0.397682
   -3388.000       0.007948       0.006099       0.397422
   -3387.000       0.006752       0.005910       0.397317
   -3386.000       0.005790       0.005402       0.397385
   -3385.000       0.005034       0.004823       0.397642
   -3384.000       0.004574       0.004415       0.398097
   -3383.000       0.004528       0.004368       0.398758
   -3382.000       0.004969       0.004800       0.399626
   -3381.000       0.005624       0.005542       0.400691
   -3380.000       0.006553       0.006547       0.401939
   -3379.000       0.007609       0.007536       0.403347
   -3378.000       0.008661       0.008124       0.404881
   -3377.000       0.009838       0.008203       0.406505
   -3376.000       0.010950       0.007379       0.408177
   -3375.000       0.012128       0.005576       0.409848
   -3374.000       0.013270       0.002809       0.411471
   -3373.000       0.014368      -0.000827       0.413005
   -3372.000       0.015546      -0.005090       0.414400
   -3371.000       0.016622      -0.009537       0.415619
   -3370.000       0.017662      -0.013754       0.416625
   -3369.000       0.018791      -0.017318       0.417384
   -3368.000       0.019771      -0.019646       0.417874
   -3367.000       0.020778      -0.020476       0.418074
   -3366.000       0.021764      -0.019544       0.417965
   -3365.000       0.022690      -0.016712       0.417545
   -3364.000       0.023631      -0.012138       0.416812
   -3363.000       0.024445      -0.006140       0.415772
   -3362.000       0.025351       0.000942       0.414447
   -3361.000       0.026113       0.008388       0.412864
   -3360.000       0.026864       0.015550       0.411056
   -3359.000       0.027601       0.021800       0.409075
   -3358.000       0.028280       0.026390       0.406972
   -3357.000       0.028890       0.028817       0.404800
   -3356.000       0.029512       0.028776       0.402628
   -3355.000       0.030073       0.026081       0.400514
   -3354.000       0.030599       0.020830       0.398518
   -3353.000       0.031067       0.013537       0.396703
   -3352.000       0.031561       0.004695       0.395117
   -3351.000       0.031976      -0.004907       0.393804
   -3350.000       0.032352      -0.014201       0.392807
   -3349.000       0.032715      -0.022529       0.392148
   -3348.000       0.033085      -0.028889       0.391847
   -3347.000       0.033343      -0.032650       0.391912
   -3346.000       0.033628      -0.033466       0.392331
   -3345.000       0.033908      -0.031219       0.393088
   -3344.000       0.034066      -0.025957       0.394159
   -3343.000       0.034302      -0.018385       0.395498
   -3342.000       0.034392      -0.009014       0.397061
   -3341.000       0.034549       0.001241       0.398798
   -3340.000       0.034605       0.011363       0.400648
   -3339.000       0.034617       0.020473       0.402554
   -3338.000       0.034706       0.027836       0.404464
   -3337.000       0.034625       0.032613       0.406319
   -3336.000       0.034582       0.034545       0.408076
   -3335.000       0.034581       0.033519       0.409694
   -3334.000       0.034432       0.029431       0.411133
   -3333.000       0.034327       0.022913       0.412371
   -3332.000       0.034202       0.014472       0.413387
   -3331.000       0.034014       0.004769       0.414167
   -3330.000       0.033851      -0.005157       0.414710
   -3329.000       0.033575      -0.014552       0.415017
   -3328.000       0.033392      -0.022601       0.415093
   -3327.000       0.033113      -0.028559       0.414957
   -3326.000       0.032795      -0.031893       0.414623
   -3325.000       0.032563      -0.032499       0.414115
   -3324.000       0.032189      -0.030127       0.413461
   -3323.000       0.031881      -0.025192       0.412688
   -3322.000       0.031494      -0.018127       0.411825
   -3321.000       0.031137      -0.009576       0.410904
   -3320.000       0.030717      -0.000296       0.409950
   -3319.000       0.030277       0.008669       0.408992
   -3318.000       0.029852       0.016735       0.408052
   -3317.000       0.029392       0.023020       0.407147
   -3316.000       0.028856       0.026945       0.406292
   -3315.000       0.028398       0.028350       0.405495
   -3314.000       0.027862       0.027003       0.404760
   -3313.000       0.027301       0.023144       0.404089
   -3312.000       0.026747       0.017251       0.403482
   -3311.000       0.026187       0.009974       0.402936
   -3310.000       0.025594       0.001880       0.402449
   -3309.000       0.024988      -0.005894       0.402014
   -3308.000       0.024382      -0.012868       0.401629
   -3307.000       0.023791      -0.018253       0.401290
   -3306.000       0.023136      -0.021508       0.400992
   -3305.000       0.022481      -0.022446       0.400736
   -3304.000       0.021909      -0.021131       0.400518
   -3303.000       0.021178      -0.017547       0.400339
   -3302.000       0.020567      -0.012432       0.400204
   -3301.000       0.019913      -0.006271       0.400119
   -3300.000       0.019251       0.000311       0.400090
   -3299.000       0.018614       0.006391       0.400129
   -3298.000       0.017965       0.011417       0.400246
   -3297.000       0.017368       0.014926       0.400450
   -3296.000       0.016749       0.016438       0.400754
   -3295.000       0.016154       0.015948       0.401159
   -3294.000       0.015627       0.013632       0.401672
   -3293.000       0.015113       0.009744       0.402291
   -3292.000       0.014615       0.004811       0.403009
   -3291.000       0.014219      -0.000356       0.403817
   -3290.000       0.013873      -0.005405       0.404700
   -3289.000       0.013571      -0.009465       0.405635
   -3288.000       0.013346      -0.012156       0.406602
   -3287.000       0.013212      -0.013196       0.407577
   -3286.000       0.013166      -0.012465       0.408527
   -3285.000       0.013088      -0.009953       0.409428
   -3284.000       0.013203      -0.006244       0.410250
   -3283.000       0.013325      -0.001567       0.410965
   -3282.000       0.013499       0.003409       0.411550
   -3281.000       0.013754       0.007998       0.411979
   -3280.000       0.014038       0.011696       0.412234
   -3279.000       0.014428       0.014072       0.412304
   -3278.000       0.014760       0.014633       0.412176
   -3277.000       0.015194       0.013428       0.411847
   -3276.000       0.015661       0.010521       0.411323
   -3275.000       0.016092       0.006070       0.410615
   -3274.000       0.016570       0.000733       0.409739
   -3273.000       0.017083      -0.004965       0.408723
   -3272.000       0.017567      -0.010462       0.407598
   -3271.000       0.018091      -0.014931       0.406400
   -3270.000       0.018545      -0.017898       0.405172
   -3269.000       0.019093      -0.019050       0.403954
   -3268.000       0.019532      -0.018005       0.402791
   -3267.000       0.019977      -0.014914       0.401727
   -3266.000       0.020446      -0.010093       0.400796
   -3265.000       0.020830      -0.003909       0.400035
   -3264.000       0.021215       0.002928       0.399475
   -3263.000       0.021563       0.009558       0.399134
   -3262.000       0.021898       0.015493       0.399029
   -3261.000       0.022182       0.019842       0.399167
   -3260.000       0.022420       0.022192       0.399541
   -3259.000       0.022658       0.022302       0.400141
   -3258.000       0.022874       0.020114       0.400945
   -3257.000       0.022948       0.015744       0.401921
   -3256.000       0.023142       0.009894       0.403034
   -3255.000       0.023210       0.002901       0.404240
   -3254.000       0.023227      -0.004337       0.405492
   -3253.000       0.023292      -0.011141       0.406745
   -3252.000       0.023234      -0.016818       0.407949
   -3251.000       0.023221      -0.020893       0.409062
   -3250.000       0.023087      -0.022845       0.410045
   -3249.000       0.022960      -0.022662       0.410860
   -3248.000       0.022841      -0.020387       0.411480
   -3247.000       0.022571      -0.016183       0.411886
   -3246.000       0.022357      -0.010620       0.412062
   -3245.000       0.022103      -0.004238       0.412004
   -3244.000       0.021752       0.002438       0.411717
   -3243.000       0.021431       0.008604       0.411207
   -3242.000       0.021046       0.013796       0.410498
   -3241.000       0.020621       0.017566       0.409613
   -3240.000       0.020190       0.019563       0.408581
   -3239.000       0.019660       0.019633       0.407443
   -3238.000       0.019229       0.018015       0.406236
   -3237.000       0.018610       0.014695       0.405001
   -3236.000       0.018074       0.010292       0.403786
   -3235.000       0.017521       0.005185       0.402631
   -3234.000       0.016886      -0.000079       0.401575
   -3233.000       0.016269      -0.005007       0.400658
   -3232.000       0.015632      -0.009000       0.399905
   -3231.000       0.014979      -0.011948       0.399341
   -3230.000       0.014284      -0.013452       0.398982
   -3229.000       0.013547      -0.013535       0.398829
   -3228.000       0.012861      -0.012404       0.398883
   -3227.000       0.012084      -0.010159       0.399134
   -3226.000       0.011288      -0.007243       0.399565
   -3225.000       0.010552      -0.003998       0.400152
   -3224.000       0.009709      -0.000847       0.400873
   -3223.000       0.008895       0.001968       0.401694
   -3222.000       0.008067       0.004015       0.402589
   -3221.000       0.007226       0.005338       0.403526
   -3220.000       0.006345       0.005776       0.404473
   -3219.000       0.005498       0.005455       0.405402
   -3218.000       0.004592       0.004498       0.406288
   -3217.000       0.003760       0.003253       0.407103
   -3216.000       0.002826       0.001795       0.407835
   -3215.000       0.001980       0.000577       0.408466
   -3214.000       0.001201      -0.000292       0.408987
   -3213.000       0.000685      -0.000684       0.409399
   -3212.000       0.001071      -0.000429       0.409703
   -3211.000       0.001890       0.000348       0.409905
   -3210.000       0.002813       0.001542       0.410017
   -3209.000       0.003695       0.003001       0.410052
   -3208.000       0.004633       0.004431       0.410022
   -3207.000       0.005561       0.005561       0.409945
   -3206.000       0.006518       0.006167       0.409831
   -3205.000       0.007483       0.006048       0.409692
   -3204.000       0.008399       0.005004       0.409539
   -3203.000       0.009413       0.003145       0.409377
   -3202.000       0.010391       0.000426       0.409209
   -3201.000       0.011314      -0.002863       0.409038
   -3200.000       0.012379      -0.006464       0.408856
   -3199.000       0.013325      -0.009965       0.408662
   -3198.000       0.014351      -0.013044       0.408446
   -3197.000       0.015324      -0.015177       0.408199
   -3196.000       0.016355      -0.016161       0.407912
   -3195.000       0.017360      -0.015627       0.407574
   -3194.000       0.018331      -0.013540       0.407177
   -3193.000       0.019366      -0.009880       0.406714
   -3192.000       0.020378      -0.004895       0.406176
   -3191.000       0.021335       0.001086       0.405565
   -3190.000       0.022367       0.007575       0.404878
   -3189.000       0.023360       0.013936       0.404122
   -3188.000       0.024332       0.019586       0.403307
   -3187.000       0.025325       0.023878       0.402449
   -3186.000       0.026306       0.026278       0.401566
   -3185.000       0.027299       0.026414       0.400685
   -3184.000       0.028236       0.024072       0.399834
   -3183.000       0.029209       0.019304       0.399043
   -3182.000       0.030195       0.012388       0.398347
   -3181.000       0.031116       0.003861       0.397774
   -3180.000       0.032016      -0.005584       0.397355
   -3179.000       0.033017      -0.015069       0.397118
   -3178.000       0.033827      -0.023664       0.397083
   -3177.000       0.034739      -0.030537       0.397265
   -3176.000       0.035596      -0.034900       0.397677
   -3175.000       0.036394      -0.036201       0.398316
   -3174.000       0.037203      -0.034245       0.399179
   -3173.000       0.037937      -0.029016       0.400254
