% La2004 solution of eccentricity, precession and obliquity
% Obtained from http://vo.imcce.fr/insola/earth/online/earth/online/index.php
% Time (ky)     Eccentricity    Precession    Obliquity 
   -5000.000       0.025781      -0.025148       0.417909
   -4999.000       0.025792      -0.023079       0.418778
   -4998.000       0.025856      -0.019815       0.419284
   -4997.000       0.025991      -0.015368       0.419426
   -4996.000       0.026212      -0.010012       0.419218
   -4995.000       0.026418      -0.003962       0.418679
   -4994.000       0.026697       0.002494       0.417832
   -4993.000       0.027084       0.009042       0.416707
   -4992.000       0.027361       0.015198       0.415340
   -4991.000       0.027796       0.020713       0.413767
   -4990.000       0.028192       0.025044       0.412031
   -4989.000       0.028598       0.027914       0.410179
   -4988.000       0.029039       0.029015       0.408254
   -4987.000       0.029457       0.028136       0.406307
   -4986.000       0.029920       0.025216       0.404386
   -4985.000       0.030338       0.020382       0.402536
   -4984.000       0.030765       0.013856       0.400801
   -4983.000       0.031239       0.006014       0.399224
   -4982.000       0.031642      -0.002500       0.397835
   -4981.000       0.032047      -0.011151       0.396666
   -4980.000       0.032535      -0.019221       0.395736
   -4979.000       0.032884      -0.025981       0.395061
   -4978.000       0.033310      -0.030929       0.394646
   -4977.000       0.033714      -0.033541       0.394494
   -4976.000       0.034083      -0.033532       0.394596
   -4975.000       0.034457      -0.030846       0.394946
   -4974.000       0.034793      -0.025675       0.395528
   -4973.000       0.035159      -0.018277       0.396326
   -4972.000       0.035464      -0.009335       0.397318
   -4971.000       0.035745       0.000522       0.398485
   -4970.000       0.036059       0.010494       0.399799
   -4969.000       0.036327       0.019789       0.401235
   -4968.000       0.036510       0.027574       0.402761
   -4967.000       0.036807       0.033370       0.404348
   -4966.000       0.036969       0.036522       0.405962
   -4965.000       0.037143       0.036860       0.407572
   -4964.000       0.037330       0.034367       0.409142
   -4963.000       0.037469       0.029133       0.410641
   -4962.000       0.037596       0.021609       0.412038
   -4961.000       0.037722       0.012412       0.413303
   -4960.000       0.037796       0.002163       0.414408
   -4959.000       0.037945      -0.008295       0.415329
   -4958.000       0.037946      -0.018119       0.416042
   -4957.000       0.038055      -0.026624       0.416527
   -4956.000       0.038123      -0.033122       0.416768
   -4955.000       0.038118      -0.037022       0.416752
   -4954.000       0.038182      -0.038154       0.416472
   -4953.000       0.038206      -0.036331       0.415923
   -4952.000       0.038198      -0.031624       0.415107
   -4951.000       0.038182      -0.024538       0.414033
   -4950.000       0.038170      -0.015500       0.412717
   -4949.000       0.038126      -0.005172       0.411173
   -4948.000       0.038049       0.005450       0.409433
   -4947.000       0.037955       0.015727       0.407527
   -4946.000       0.037908       0.024736       0.405493
   -4945.000       0.037732       0.031664       0.403376
   -4944.000       0.037602       0.036052       0.401226
   -4943.000       0.037487       0.037487       0.399094
   -4942.000       0.037260       0.035718       0.397041
   -4941.000       0.037089       0.031039       0.395122
   -4940.000       0.036852       0.023775       0.393397
   -4939.000       0.036640       0.014476       0.391925
   -4938.000       0.036351       0.004097       0.390757
   -4937.000       0.036061      -0.006507       0.389938
   -4936.000       0.035782      -0.016489       0.389509
   -4935.000       0.035426      -0.024759       0.389493
   -4934.000       0.035040      -0.030769       0.389906
   -4933.000       0.034713      -0.033998       0.390754
   -4932.000       0.034266      -0.034113       0.392022
   -4931.000       0.033822      -0.031279       0.393684
   -4930.000       0.033397      -0.025860       0.395707
   -4929.000       0.032873      -0.018304       0.398036
   -4928.000       0.032387      -0.009467       0.400612
   -4927.000       0.031799      -0.000184       0.403370
   -4926.000       0.031258       0.008819       0.406233
   -4925.000       0.030653       0.016690       0.409126
   -4924.000       0.029967       0.022778       0.411975
   -4923.000       0.029341       0.026785       0.414700
   -4922.000       0.028665       0.028408       0.417230
   -4921.000       0.027868       0.027554       0.419505
   -4920.000       0.027202       0.024686       0.421454
   -4919.000       0.026400       0.019907       0.423031
   -4918.000       0.025617       0.013861       0.424193
   -4917.000       0.024820       0.007136       0.424900
   -4916.000       0.024009       0.000280       0.425134
   -4915.000       0.023183      -0.006193       0.424885
   -4914.000       0.022325      -0.011597       0.424148
   -4913.000       0.021464      -0.015794       0.422941
   -4912.000       0.020627      -0.018420       0.421287
   -4911.000       0.019699      -0.019349       0.419217
   -4910.000       0.018809      -0.018735       0.416784
   -4909.000       0.017944      -0.016766       0.414041
   -4908.000       0.016975      -0.013584       0.411048
   -4907.000       0.016098      -0.009780       0.407886
   -4906.000       0.015174      -0.005627       0.404631
   -4905.000       0.014269      -0.001449       0.401361
   -4904.000       0.013359       0.002226       0.398173
   -4903.000       0.012455       0.005250       0.395150
   -4902.000       0.011613       0.007539       0.392373
   -4901.000       0.010716       0.008799       0.389929
   -4900.000       0.009893       0.009299       0.387887
   -4899.000       0.009124       0.009078       0.386304
   -4898.000       0.008354       0.008272       0.385233
   -4897.000       0.007637       0.007119       0.384696
   -4896.000       0.007086       0.005932       0.384706
   -4895.000       0.006486       0.004583       0.385262
   -4894.000       0.006082       0.003460       0.386333
   -4893.000       0.005779       0.002474       0.387879
   -4892.000       0.005586       0.001539       0.389852
   -4891.000       0.005532       0.000698       0.392179
   -4890.000       0.005639      -0.000099       0.394791
   -4889.000       0.005815      -0.001121       0.397610
   -4888.000       0.006123      -0.002179       0.400553
   -4887.000       0.006466      -0.003393       0.403542
   -4886.000       0.006908      -0.004780       0.406504
   -4885.000       0.007341      -0.006085       0.409362
   -4884.000       0.007799      -0.007281       0.412054
   -4883.000       0.008303      -0.008237       0.414525
   -4882.000       0.008772      -0.008716       0.416720
   -4881.000       0.009194      -0.008581       0.418601
   -4880.000       0.009701      -0.007913       0.420139
   -4879.000       0.010093      -0.006429       0.421303
   -4878.000       0.010481      -0.004350       0.422086
   -4877.000       0.010888      -0.001788       0.422483
   -4876.000       0.011218       0.001196       0.422494
   -4875.000       0.011548       0.004294       0.422135
   -4874.000       0.011823       0.007143       0.421427
   -4873.000       0.012121       0.009721       0.420394
   -4872.000       0.012349       0.011541       0.419069
   -4871.000       0.012539       0.012493       0.417490
   -4870.000       0.012749       0.012501       0.415692
   -4869.000       0.012920       0.011464       0.413722
   -4868.000       0.012991       0.009375       0.411621
   -4867.000       0.013154       0.006571       0.409434
   -4866.000       0.013203       0.003082       0.407209
   -4865.000       0.013241      -0.000704       0.404989
   -4864.000       0.013284      -0.004420       0.402818
   -4863.000       0.013252      -0.007784       0.400741
   -4862.000       0.013261      -0.010557       0.398798
   -4861.000       0.013146      -0.012286       0.397023
   -4860.000       0.013090      -0.013056       0.395453
   -4859.000       0.012994      -0.012677       0.394114
   -4858.000       0.012807      -0.011182       0.393029
   -4857.000       0.012679      -0.008801       0.392217
   -4856.000       0.012510      -0.005761       0.391690
   -4855.000       0.012273      -0.002232       0.391454
   -4854.000       0.012079       0.001274       0.391510
   -4853.000       0.011847       0.004570       0.391855
   -4852.000       0.011585       0.007373       0.392475
   -4851.000       0.011344       0.009404       0.393356
   -4850.000       0.011022       0.010508       0.394478
   -4849.000       0.010800       0.010798       0.395813
   -4848.000       0.010439       0.010062       0.397336
   -4847.000       0.010140       0.008616       0.399012
   -4846.000       0.009868       0.006588       0.400809
   -4845.000       0.009503       0.004103       0.402690
   -4844.000       0.009170       0.001504       0.404618
   -4843.000       0.008903      -0.000979       0.406552
   -4842.000       0.008515      -0.003276       0.408455
   -4841.000       0.008206      -0.005079       0.410286
   -4840.000       0.007853      -0.006331       0.412006
   -4839.000       0.007516      -0.007045       0.413579
   -4838.000       0.007153      -0.007126       0.414970
   -4837.000       0.006774      -0.006669       0.416144
   -4836.000       0.006435      -0.005793       0.417076
   -4835.000       0.006053      -0.004593       0.417738
   -4834.000       0.005645      -0.003142       0.418113
   -4833.000       0.005311      -0.001745       0.418186
   -4832.000       0.004913      -0.000330       0.417949
   -4831.000       0.004495       0.000877       0.417399
   -4830.000       0.004157       0.001794       0.416545
   -4829.000       0.003727       0.002426       0.415396
   -4828.000       0.003353       0.002768       0.413973
   -4827.000       0.002928       0.002732       0.412307
   -4826.000       0.002550       0.002534       0.410430
   -4825.000       0.002143       0.002125       0.408388
   -4824.000       0.001704       0.001625       0.406231
   -4823.000       0.001337       0.001171       0.404013
   -4822.000       0.000966       0.000825       0.401795
   -4821.000       0.000645       0.000604       0.399641
   -4820.000       0.000642       0.000641       0.397610
   -4819.000       0.000922       0.000886       0.395771
   -4818.000       0.001323       0.001264       0.394178
   -4817.000       0.001799       0.001791       0.392887
   -4816.000       0.002303       0.002290       0.391943
   -4815.000       0.002788       0.002624       0.391385
   -4814.000       0.003377       0.002767       0.391231
   -4813.000       0.003924       0.002499       0.391499
   -4812.000       0.004445       0.001827       0.392180
   -4811.000       0.005114       0.000708       0.393258
   -4810.000       0.005656      -0.000776       0.394703
   -4809.000       0.006269      -0.002587       0.396473
   -4808.000       0.006903      -0.004465       0.398512
   -4807.000       0.007516      -0.006285       0.400764
   -4806.000       0.008131      -0.007785       0.403159
   -4805.000       0.008768      -0.008767       0.405626
   -4804.000       0.009381      -0.009030       0.408097
   -4803.000       0.010047      -0.008513       0.410496
   -4802.000       0.010616      -0.007064       0.412754
   -4801.000       0.011282      -0.004830       0.414811
   -4800.000       0.011918      -0.001876       0.416605
   -4799.000       0.012500       0.001583       0.418085
   -4798.000       0.013137       0.005241       0.419214
   -4797.000       0.013781       0.008806       0.419954
   -4796.000       0.014330       0.011919       0.420288
   -4795.000       0.014962       0.014251       0.420205
   -4794.000       0.015547       0.015544       0.419702
   -4793.000       0.016126       0.015563       0.418793
   -4792.000       0.016693       0.014237       0.417499
   -4791.000       0.017226       0.011548       0.415849
   -4790.000       0.017835       0.007681       0.413889
   -4789.000       0.018295       0.002881       0.411669
   -4788.000       0.018828      -0.002488       0.409244
   -4787.000       0.019341      -0.007925       0.406684
   -4786.000       0.019767      -0.012963       0.404061
   -4785.000       0.020220      -0.017109       0.401444
   -4784.000       0.020639      -0.019891       0.398916
   -4783.000       0.021018      -0.021009       0.396547
   -4782.000       0.021379      -0.020263       0.394406
   -4781.000       0.021693      -0.017634       0.392560
   -4780.000       0.022034      -0.013302       0.391061
   -4779.000       0.022297      -0.007653       0.389952
   -4778.000       0.022512      -0.001133       0.389270
   -4777.000       0.022810       0.005617       0.389029
   -4776.000       0.022941       0.011963       0.389230
   -4775.000       0.023129       0.017332       0.389871
   -4774.000       0.023282       0.021195       0.390922
   -4773.000       0.023374       0.023177       0.392348
   -4772.000       0.023485       0.023159       0.394106
   -4771.000       0.023504       0.021093       0.396138
   -4770.000       0.023583       0.017240       0.398384
   -4769.000       0.023568       0.011929       0.400783
   -4768.000       0.023527       0.005694       0.403267
   -4767.000       0.023512      -0.000978       0.405773
   -4766.000       0.023454      -0.007480       0.408241
   -4765.000       0.023301      -0.013265       0.410610
   -4764.000       0.023253      -0.017974       0.412826
   -4763.000       0.023095      -0.021179       0.414846
   -4762.000       0.022931      -0.022723       0.416622
   -4761.000       0.022784      -0.022573       0.418124
   -4760.000       0.022605      -0.020751       0.419325
   -4759.000       0.022406      -0.017447       0.420200
   -4758.000       0.022228      -0.013049       0.420740
   -4757.000       0.022000      -0.007745       0.420942
   -4756.000       0.021862      -0.002086       0.420801
   -4755.000       0.021609       0.003618       0.420330
   -4754.000       0.021447       0.008930       0.419542
   -4753.000       0.021308       0.013585       0.418454
   -4752.000       0.021082       0.017167       0.417094
   -4751.000       0.020974       0.019632       0.415492
   -4750.000       0.020845       0.020735       0.413678
   -4749.000       0.020711       0.020450       0.411695
   -4748.000       0.020626       0.018881       0.409581
   -4747.000       0.020563       0.016088       0.407379
   -4746.000       0.020510       0.012212       0.405135
   -4745.000       0.020488       0.007632       0.402895
   -4744.000       0.020469       0.002492       0.400701
   -4743.000       0.020559      -0.002840       0.398600
   -4742.000       0.020569      -0.007985       0.396636
   -4741.000       0.020659      -0.012671       0.394846
   -4740.000       0.020842      -0.016613       0.393271
   -4739.000       0.020931      -0.019404       0.391943
   -4738.000       0.021136      -0.020987       0.390890
   -4737.000       0.021351      -0.021130       0.390138
   -4736.000       0.021572      -0.019756       0.389704
   -4735.000       0.021809      -0.016957       0.389595
   -4734.000       0.022096      -0.012919       0.389818
   -4733.000       0.022378      -0.007702       0.390367
   -4732.000       0.022689      -0.001906       0.391230
   -4731.000       0.022973       0.004282       0.392391
   -4730.000       0.023361       0.010344       0.393826
   -4729.000       0.023670       0.015784       0.395500
   -4728.000       0.024000       0.020214       0.397386
   -4727.000       0.024407       0.023332       0.399443
   -4726.000       0.024722       0.024713       0.401625
   -4725.000       0.025088       0.024334       0.403892
   -4724.000       0.025439       0.022151       0.406196
   -4723.000       0.025790       0.018220       0.408485
   -4722.000       0.026124       0.012848       0.410716
   -4721.000       0.026429       0.006440       0.412840
   -4720.000       0.026767      -0.000648       0.414810
   -4719.000       0.027078      -0.007843       0.416586
   -4718.000       0.027305      -0.014527       0.418129
   -4717.000       0.027651      -0.020416       0.419402
   -4716.000       0.027881      -0.024830       0.420379
   -4715.000       0.028115      -0.027534       0.421035
   -4714.000       0.028372      -0.028314       0.421348
   -4713.000       0.028610      -0.027045       0.421315
   -4712.000       0.028785      -0.023721       0.420927
   -4711.000       0.029034      -0.018742       0.420188
   -4710.000       0.029201      -0.012221       0.419113
   -4709.000       0.029420      -0.004737       0.417721
   -4708.000       0.029582       0.003174       0.416036
   -4707.000       0.029759       0.010975       0.414099
   -4706.000       0.029983       0.018157       0.411946
   -4705.000       0.030089       0.023960       0.409626
   -4704.000       0.030295       0.028177       0.407192
   -4703.000       0.030484       0.030323       0.404698
   -4702.000       0.030604       0.030150       0.402204
   -4701.000       0.030791       0.027754       0.399774
   -4700.000       0.030964       0.023214       0.397465
   -4699.000       0.031094       0.016728       0.395341
   -4698.000       0.031271       0.008986       0.393460
   -4697.000       0.031404       0.000385       0.391871
   -4696.000       0.031571      -0.008384       0.390620
   -4695.000       0.031720      -0.016535       0.389746
   -4694.000       0.031828      -0.023470       0.389271
   -4693.000       0.032068      -0.028737       0.389210
   -4692.000       0.032147      -0.031635       0.389567
   -4691.000       0.032326      -0.032156       0.390328
   -4690.000       0.032524      -0.030173       0.391472
   -4689.000       0.032661      -0.025724       0.392966
   -4688.000       0.032824      -0.019254       0.394760
   -4687.000       0.033031      -0.011332       0.396805
   -4686.000       0.033182      -0.002298       0.399041
   -4685.000       0.033373       0.006831       0.401397
   -4684.000       0.033538       0.015556       0.403816
   -4683.000       0.033750       0.023212       0.406226
   -4682.000       0.033920       0.029116       0.408561
   -4681.000       0.034075       0.032883       0.410766
   -4680.000       0.034304       0.034303       0.412784
   -4679.000       0.034446       0.033115       0.414564
   -4678.000       0.034601       0.029468       0.416071
   -4677.000       0.034781       0.023704       0.417266
   -4676.000       0.034915       0.016052       0.418125
   -4675.000       0.035036       0.007189       0.418634
   -4674.000       0.035162      -0.002227       0.418783
   -4673.000       0.035258      -0.011600       0.418571
   -4672.000       0.035373      -0.020202       0.418012
   -4671.000       0.035383      -0.027250       0.417123
   -4670.000       0.035505      -0.032450       0.415929
   -4669.000       0.035518      -0.035153       0.414470
   -4668.000       0.035519      -0.035215       0.412782
   -4667.000       0.035548      -0.032639       0.410914
   -4666.000       0.035543      -0.027559       0.408921
   -4665.000       0.035473      -0.020261       0.406853
   -4664.000       0.035445      -0.011494       0.404769
   -4663.000       0.035379      -0.001776       0.402728
   -4662.000       0.035274       0.008100       0.400784
   -4661.000       0.035175       0.017228       0.398991
   -4660.000       0.035030       0.024982       0.397401
   -4659.000       0.034935       0.030766       0.396054
   -4658.000       0.034715       0.033938       0.394989
   -4657.000       0.034554       0.034468       0.394235
   -4656.000       0.034404       0.032279       0.393804
   -4655.000       0.034122       0.027483       0.393709
   -4654.000       0.033940       0.020665       0.393946
   -4653.000       0.033713       0.012380       0.394500
   -4652.000       0.033442       0.003185       0.395349
   -4651.000       0.033201      -0.005981       0.396466
   -4650.000       0.032944      -0.014526       0.397808
   -4649.000       0.032669      -0.021850       0.399336
   -4648.000       0.032432      -0.027365       0.401001
   -4647.000       0.032104      -0.030716       0.402754
   -4646.000       0.031930      -0.031920       0.404544
   -4645.000       0.031619      -0.030694       0.406323
   -4644.000       0.031376      -0.027405       0.408041
   -4643.000       0.031214      -0.022337       0.409658
   -4642.000       0.030967      -0.015750       0.411132
   -4641.000       0.030788      -0.008244       0.412428
   -4640.000       0.030678      -0.000373       0.413519
   -4639.000       0.030516       0.007545       0.414379
   -4638.000       0.030436       0.014800       0.414990
   -4637.000       0.030341       0.021016       0.415342
   -4636.000       0.030316       0.025899       0.415427
   -4635.000       0.030291       0.029035       0.415247
   -4634.000       0.030270       0.030254       0.414811
   -4633.000       0.030356       0.029575       0.414129
   -4632.000       0.030402       0.026901       0.413222
   -4631.000       0.030485       0.022404       0.412114
   -4630.000       0.030645       0.016446       0.410833
   -4629.000       0.030802       0.009225       0.409412
   -4628.000       0.030952       0.001266       0.407886
   -4627.000       0.031205      -0.006861       0.406288
   -4626.000       0.031407      -0.014730       0.404659
   -4625.000       0.031679      -0.021730       0.403035
   -4624.000       0.031924      -0.027256       0.401452
   -4623.000       0.032236      -0.031011       0.399947
   -4622.000       0.032537      -0.032536       0.398556
   -4621.000       0.032817      -0.031643       0.397308
   -4620.000       0.033169      -0.028373       0.396235
   -4619.000       0.033499      -0.022850       0.395364
   -4618.000       0.033800      -0.015374       0.394712
   -4617.000       0.034141      -0.006571       0.394298
   -4616.000       0.034498       0.002947       0.394132
   -4615.000       0.034766       0.012509       0.394217
   -4614.000       0.035106       0.021184       0.394554
   -4613.000       0.035391       0.028373       0.395136
   -4612.000       0.035678       0.033427       0.395949
   -4611.000       0.035927       0.035825       0.396980
   -4610.000       0.036160       0.035386       0.398205
   -4609.000       0.036438       0.032120       0.399598
   -4608.000       0.036565       0.026169       0.401131
   -4607.000       0.036782       0.018083       0.402771
   -4606.000       0.036959       0.008505       0.404481
   -4605.000       0.037047      -0.001866       0.406227
   -4604.000       0.037170      -0.012117       0.407972
   -4603.000       0.037271      -0.021415       0.409676
   -4602.000       0.037285      -0.029071       0.411305
   -4601.000       0.037354      -0.034447       0.412826
   -4600.000       0.037309      -0.037049       0.414202
   -4599.000       0.037348      -0.036858       0.415408
   -4598.000       0.037269      -0.033720       0.416414
   -4597.000       0.037186      -0.028009       0.417197
   -4596.000       0.037148      -0.020201       0.417740
   -4595.000       0.036992      -0.010869       0.418026
   -4594.000       0.036830      -0.000759       0.418043
   -4593.000       0.036725       0.009246       0.417791
   -4592.000       0.036486       0.018528       0.417263
   -4591.000       0.036288       0.026244       0.416463
   -4590.000       0.036056       0.031873       0.415404
   -4589.000       0.035805       0.035025       0.414098
   -4588.000       0.035543       0.035460       0.412562
   -4587.000       0.035210       0.033146       0.410826
   -4586.000       0.034955       0.028385       0.408921
   -4585.000       0.034611       0.021491       0.406881
   -4584.000       0.034258       0.013047       0.404754
   -4583.000       0.033941       0.003767       0.402585
   -4582.000       0.033606      -0.005656       0.400424
   -4581.000       0.033205      -0.014481       0.398327
   -4580.000       0.032895      -0.021966       0.396346
   -4579.000       0.032533      -0.027630       0.394532
   -4578.000       0.032162      -0.030970       0.392938
   -4577.000       0.031827      -0.031826       0.391607
   -4576.000       0.031456      -0.030122       0.390577
   -4575.000       0.031145      -0.026121       0.389887
   -4574.000       0.030750      -0.020115       0.389555
   -4573.000       0.030436      -0.012689       0.389596
   -4572.000       0.030112      -0.004441       0.390022
   -4571.000       0.029740       0.003935       0.390819
   -4570.000       0.029426       0.011832       0.391974
   -4569.000       0.029120       0.018562       0.393461
   -4568.000       0.028767       0.023758       0.395239
   -4567.000       0.028455       0.026972       0.397264
   -4566.000       0.028144       0.028110       0.399487
   -4565.000       0.027824       0.027111       0.401844
   -4564.000       0.027513       0.024167       0.404279
   -4563.000       0.027174       0.019518       0.406729
   -4562.000       0.026934       0.013591       0.409132
   -4561.000       0.026558       0.006856       0.411431
   -4560.000       0.026287      -0.000210       0.413571
   -4559.000       0.026028      -0.007082       0.415497
   -4558.000       0.025691      -0.013273       0.417169
   -4557.000       0.025429      -0.018409       0.418549
   -4556.000       0.025182      -0.022136       0.419602
   -4555.000       0.024862      -0.024209       0.420308
   -4554.000       0.024635      -0.024620       0.420655
   -4553.000       0.024318      -0.023245       0.420631
   -4552.000       0.024093      -0.020351       0.420245
   -4551.000       0.023784      -0.016069       0.419509
   -4550.000       0.023492      -0.010815       0.418435
   -4549.000       0.023246      -0.004877       0.417060
   -4548.000       0.022924       0.001200       0.415415
   -4547.000       0.022603       0.007105       0.413540
   -4546.000       0.022351       0.012325       0.411488
   -4545.000       0.022004       0.016570       0.409310
   -4544.000       0.021680       0.019511       0.407058
   -4543.000       0.021402       0.021038       0.404796
   -4542.000       0.021048       0.020972       0.402579
   -4541.000       0.020756       0.019473       0.400463
   -4540.000       0.020410       0.016612       0.398504
   -4539.000       0.020124       0.012671       0.396749
   -4538.000       0.019822       0.007939       0.395239
   -4537.000       0.019479       0.002827       0.394014
   -4536.000       0.019238      -0.002361       0.393097
   -4535.000       0.018967      -0.007203       0.392506
   -4534.000       0.018662      -0.011396       0.392251
   -4533.000       0.018473      -0.014703       0.392329
   -4532.000       0.018268      -0.016931       0.392724
   -4531.000       0.018025      -0.017893       0.393420
   -4530.000       0.017929      -0.017758       0.394380
   -4529.000       0.017753      -0.016351       0.395569
   -4528.000       0.017678      -0.013967       0.396946
   -4527.000       0.017576      -0.010704       0.398462
   -4526.000       0.017540      -0.006798       0.400071
   -4525.000       0.017538      -0.002447       0.401728
   -4524.000       0.017510       0.001956       0.403387
   -4523.000       0.017558       0.006348       0.405007
   -4522.000       0.017650       0.010293       0.406552
   -4521.000       0.017695       0.013637       0.407987
   -4520.000       0.017825       0.016156       0.409286
   -4519.000       0.017995       0.017702       0.410426
   -4518.000       0.018115       0.018057       0.411388
   -4517.000       0.018315       0.017286       0.412159
   -4516.000       0.018516       0.015329       0.412733
   -4515.000       0.018731       0.012195       0.413106
   -4514.000       0.018952       0.008235       0.413281
   -4513.000       0.019190       0.003475       0.413264
   -4512.000       0.019464      -0.001672       0.413066
   -4511.000       0.019705      -0.006848       0.412700
   -4510.000       0.019940      -0.011695       0.412183
   -4509.000       0.020291      -0.015897       0.411531
   -4508.000       0.020473      -0.018902       0.410768
   -4507.000       0.020776      -0.020635       0.409911
   -4506.000       0.021031      -0.020760       0.408984
   -4505.000       0.021268      -0.019204       0.408009
   -4504.000       0.021502      -0.016059       0.407006
   -4503.000       0.021706      -0.011549       0.405995
   -4502.000       0.021928      -0.005865       0.404998
   -4501.000       0.022094       0.000354       0.404030
   -4500.000       0.022225       0.006700       0.403111
   -4499.000       0.022413       0.012635       0.402254
   -4498.000       0.022491       0.017508       0.401476
   -4497.000       0.022559       0.020921       0.400789
   -4496.000       0.022676       0.022589       0.400204
   -4495.000       0.022660       0.022159       0.399735
   -4494.000       0.022694       0.019804       0.399387
   -4493.000       0.022672       0.015648       0.399169
   -4492.000       0.022633       0.010058       0.399086
   -4491.000       0.022591       0.003526       0.399138
   -4490.000       0.022448      -0.003199       0.399325
   -4489.000       0.022393      -0.009692       0.399645
   -4488.000       0.022235      -0.015178       0.400091
   -4487.000       0.022042      -0.019170       0.400659
   -4486.000       0.021870      -0.021382       0.401338
   -4485.000       0.021675      -0.021583       0.402116
   -4484.000       0.021366      -0.019687       0.402978
   -4483.000       0.021145      -0.016156       0.403909
   -4482.000       0.020834      -0.011122       0.404888
   -4481.000       0.020508      -0.005204       0.405893
   -4480.000       0.020173       0.000950       0.406900
   -4479.000       0.019795       0.006848       0.407884
   -4478.000       0.019447       0.011938       0.408818
   -4477.000       0.019001       0.015624       0.409677
   -4476.000       0.018591       0.017781       0.410433
   -4475.000       0.018193       0.018192       0.411067
   -4474.000       0.017707       0.016802       0.411554
   -4473.000       0.017275       0.013967       0.411875
   -4472.000       0.016848       0.009961       0.412016
   -4471.000       0.016363       0.005111       0.411966
   -4470.000       0.015939       0.000120       0.411715
   -4469.000       0.015437      -0.004631       0.411263
   -4468.000       0.015044      -0.008761       0.410613
   -4467.000       0.014526      -0.011695       0.409774
   -4466.000       0.014070      -0.013367       0.408763
   -4465.000       0.013640      -0.013640       0.407598
   -4464.000       0.013144      -0.012468       0.406308
   -4463.000       0.012689      -0.010115       0.404926
   -4462.000       0.012252      -0.006946       0.403488
   -4461.000       0.011803      -0.003133       0.402036
   -4460.000       0.011366       0.000692       0.400612
   -4459.000       0.010932       0.004175       0.399263
   -4458.000       0.010546       0.007047       0.398033
   -4457.000       0.010173       0.008931       0.396964
   -4456.000       0.009742       0.009624       0.396096
   -4455.000       0.009465       0.009298       0.395465
   -4454.000       0.009140       0.007838       0.395095
   -4453.000       0.008817       0.005529       0.395006
   -4452.000       0.008624       0.002786       0.395210
   -4451.000       0.008373      -0.000235       0.395705
   -4450.000       0.008221      -0.003086       0.396482
   -4449.000       0.008046      -0.005395       0.397526
   -4448.000       0.007940      -0.007038       0.398808
   -4447.000       0.007873      -0.007808       0.400294
   -4446.000       0.007763      -0.007578       0.401946
   -4445.000       0.007744      -0.006525       0.403715
   -4444.000       0.007730      -0.004767       0.405551
   -4443.000       0.007707      -0.002372       0.407406
   -4442.000       0.007716       0.000151       0.409221
   -4441.000       0.007755       0.002694       0.410947
   -4440.000       0.007804       0.005004       0.412537
   -4439.000       0.007870       0.006717       0.413941
   -4438.000       0.007914       0.007725       0.415124
   -4437.000       0.008097       0.008050       0.416056
   -4436.000       0.008149       0.007400       0.416705
   -4435.000       0.008303       0.006065       0.417060
   -4434.000       0.008484       0.004099       0.417111
   -4433.000       0.008607       0.001600       0.416854
   -4432.000       0.008788      -0.001102       0.416298
   -4431.000       0.008949      -0.003722       0.415457
   -4430.000       0.009118      -0.006173       0.414350
   -4429.000       0.009302      -0.008054       0.413012
   -4428.000       0.009414      -0.009190       0.411472
   -4427.000       0.009631      -0.009596       0.409772
   -4426.000       0.009768      -0.009030       0.407961
   -4425.000       0.009864      -0.007586       0.406085
   -4424.000       0.010079      -0.005479       0.404191
   -4423.000       0.010146      -0.002713       0.402334
   -4422.000       0.010290       0.000375       0.400561
   -4421.000       0.010385       0.003426       0.398915
   -4420.000       0.010501       0.006297       0.397442
   -4419.000       0.010596       0.008629       0.396177
   -4418.000       0.010662       0.010123       0.395144
   -4417.000       0.010766       0.010765       0.394369
   -4416.000       0.010851       0.010389       0.393864
   -4415.000       0.010886       0.008992       0.393630
   -4414.000       0.010953       0.006794       0.393668
   -4413.000       0.011013       0.003974       0.393964
   -4412.000       0.010997       0.000682       0.394499
   -4411.000       0.011019      -0.002546       0.395254
   -4410.000       0.011004      -0.005587       0.396198
   -4409.000       0.010973      -0.008141       0.397299
   -4408.000       0.010890      -0.009843       0.398527
   -4407.000       0.010815      -0.010699       0.399846
   -4406.000       0.010751      -0.010625       0.401223
   -4405.000       0.010562      -0.009546       0.402625
   -4404.000       0.010439      -0.007722       0.404020
   -4403.000       0.010272      -0.005319       0.405380
   -4402.000       0.010042      -0.002498       0.406681
   -4401.000       0.009801       0.000372       0.407900
   -4400.000       0.009579       0.003025       0.409022
   -4399.000       0.009249       0.005338       0.410033
   -4398.000       0.008978       0.007012       0.410924
   -4397.000       0.008607       0.007957       0.411689
   -4396.000       0.008297       0.008250       0.412325
   -4395.000       0.007908       0.007791       0.412829
   -4394.000       0.007478       0.006748       0.413202
   -4393.000       0.007131       0.005367       0.413443
   -4392.000       0.006656       0.003686       0.413554
   -4391.000       0.006180       0.001979       0.413535
   -4390.000       0.005780       0.000479       0.413390
   -4389.000       0.005246      -0.000843       0.413122
   -4388.000       0.004790      -0.001780       0.412736
   -4387.000       0.004335      -0.002363       0.412238
   -4386.000       0.003892      -0.002648       0.411633
   -4385.000       0.003543      -0.002767       0.410928
   -4384.000       0.003264      -0.002687       0.410132
   -4383.000       0.003167      -0.002757       0.409251
