 -746.9   189.07     0.37
 -746.8   189.49     0.39
 -746.7   189.91     0.41
 -746.6   190.18     0.44
 -746.5   189.87     0.52
 -746.4   189.56     0.61
 -746.3   189.25     0.70
 -746.2   188.93     0.78
 -746.1   188.62     0.87
 -746.0   188.31     0.96
 -745.9   188.00     1.04
 -745.8   187.69     1.13
 -745.7   187.38     1.21
 -745.6   187.39     1.22
 -745.5   187.54     1.19
 -745.4   187.69     1.16
 -745.3   187.83     1.13
 -745.2   187.98     1.10
 -745.1   188.13     1.07
 -745.0   188.27     1.04
 -744.9   188.42     1.01
 -744.8   188.56     0.98
 -744.7   188.71     0.95
 -744.6   188.86     0.92
 -744.5   188.94     0.90
 -744.4   188.80     0.90
 -744.3   188.66     0.90
 -744.2   188.52     0.91
 -744.1   188.38     0.91
 -744.0   188.24     0.91
 -743.9   188.12     0.90
 -743.8   188.03     0.88
 -743.7   187.93     0.86
 -743.6   187.84     0.83
 -743.5   187.74     0.81
 -743.4   187.65     0.79
 -743.3   187.56     0.77
 -743.2   187.46     0.75
 -743.1   187.37     0.73
 -743.0   187.53     1.02
 -742.9   187.84     1.49
 -742.8   188.16     1.97
 -742.7   188.48     2.45
 -742.6   188.68     2.63
 -742.5   188.74     2.45
 -742.4   188.81     2.27
 -742.3   188.87     2.08
 -742.2   188.93     1.90
 -742.1   189.00     1.72
 -742.0   189.06     1.54
 -741.9   189.12     1.36
 -741.8   188.54     1.41
 -741.7   187.74     1.55
 -741.6   186.94     1.69
 -741.5   186.14     1.83
 -741.4   185.33     1.97
 -741.3   184.72     2.08
 -741.2   184.56     2.12
 -741.1   184.40     2.16
 -741.0   184.25     2.20
 -740.9   184.09     2.23
 -740.8   183.93     2.27
 -740.7   183.77     2.31
 -740.6   183.61     2.35
 -740.5   183.45     2.39
 -740.4   183.74     2.40
 -740.3   184.30     2.39
 -740.2   184.87     2.39
 -740.1   185.40     2.37
 -740.0   185.42     2.15
 -739.9   185.45     1.93
 -739.8   185.47     1.71
 -739.7   185.49     1.49
 -739.6   185.51     1.27
 -739.5   185.54     1.05
 -739.4   185.56     0.83
 -739.3   185.58     0.61
 -739.2   185.60     0.39
 -739.1   186.38     0.41
 -739.0   187.41     0.51
 -738.9   188.45     0.61
 -738.8   189.48     0.71
 -738.7   190.51     0.81
 -738.6   191.54     0.91
 -738.5   192.86     0.98
 -738.4   194.25     1.04
 -738.3   195.64     1.10
 -738.2   197.03     1.16
 -738.1   198.42     1.22
 -738.0   199.80     1.28
 -737.9   201.19     1.34
 -737.8   202.58     1.40
 -737.7   203.97     1.47
 -737.6   204.89     1.50
 -737.5   205.50     1.52
 -737.4   206.12     1.54
 -737.3   206.73     1.55
 -737.2   207.50     1.57
 -737.1   208.33     1.58
 -737.0   209.16     1.60
 -736.9   210.00     1.61
 -736.8   210.83     1.62
 -736.7   211.66     1.64
 -736.6   212.49     1.65
 -736.5   213.36     1.65
 -736.4   214.33     1.58
 -736.3   215.31     1.51
 -736.2   216.29     1.44
 -736.1   217.20     1.37
 -736.0   217.30     1.30
 -735.9   217.40     1.22
 -735.8   217.49     1.14
 -735.7   217.59     1.06
 -735.6   217.69     0.98
 -735.5   217.79     0.90
 -735.4   217.76     0.83
 -735.3   216.59     0.78
 -735.2   215.43     0.74
 -735.1   214.74     0.77
 -735.0   214.96     0.93
 -734.9   215.18     1.09
 -734.8   215.40     1.26
 -734.7   215.62     1.42
 -734.6   215.85     1.59
 -734.5   216.07     1.75
 -734.4   215.36     1.70
 -734.3   214.10     1.52
 -734.2   212.84     1.34
 -734.1   211.58     1.17
 -734.0   210.51     1.02
