G: deBoer et al. chronology (ky)
H: deBoer et al. SL (m; relative to present)

t deBoer 	SL de Boer
3108.00	2.492
3108.10	2.495
3108.20	2.498
3108.30	2.501
3108.40	2.504
3108.50	2.507
3108.60	2.511
3108.70	2.514
3108.80	2.517
3108.90	2.521
3109.00	2.524
3109.10	2.527
3109.20	2.531
3109.30	2.534
3109.40	2.538
3109.50	2.541
3109.60	2.545
3109.70	2.548
3109.80	2.551
3109.90	2.554
3110.00	2.557
3110.10	2.56
3110.20	2.563
3110.30	2.566
3110.40	2.569
3110.50	2.572
3110.60	2.575
3110.70	2.578
3110.80	2.581
3110.90	2.584
3111.00	2.588
3111.10	2.591
3111.20	2.594
3111.30	2.597
3111.40	2.6
3111.50	2.602
3111.60	2.604
3111.70	2.605
3111.80	2.605
3111.90	2.605
3112.00	2.604
3112.10	2.602
3112.20	2.598
3112.30	2.592
3112.40	2.584
3112.50	2.573
3112.60	2.535
3112.70	2.503
3112.80	2.474
3112.90	2.446
3113.00	2.425
3113.10	2.421
3113.20	2.414
3113.30	2.404
3113.40	2.392
3113.50	2.375
3113.60	2.346
3113.70	2.274
3113.80	2.242
3113.90	2.211
3114.00	2.2
3114.10	2.184
3114.20	2.163
3114.30	2.13
3114.40	2.041
3114.50	2.005
3114.60	1.99
3114.70	1.975
3114.80	1.956
3114.90	1.929
3115.00	1.883
3115.10	1.782
3115.20	1.764
3115.30	1.749
3115.40	1.729
3115.50	1.703
3115.60	1.666
3115.70	1.53
3115.80	1.502
3115.90	1.48
3116.00	1.452
3116.10	1.415
3116.20	1.362
3116.30	1.211
3116.40	1.18
3116.50	1.141
3116.60	1.089
3116.70	1.009
3116.80	0.851
3116.90	0.795
3117.00	0.714
3117.10	0.495
3117.20	0.407
3117.30	0.301
3117.40	0.103
3117.50	0.028
3117.60	-0.062
3117.70	-0.256
3117.80	-0.34
3117.90	-0.43
3118.00	-0.535
3118.10	-0.739
3118.20	-0.817
3118.30	-0.91
3118.40	-1.013
3118.50	-1.197
3118.60	-1.293
3118.70	-1.373
3118.80	-1.459
3118.90	-1.531
3119.00	-1.593
3119.10	-1.662
3119.20	-1.766
3119.30	-1.855
3119.40	-1.933
3119.50	-2.013
3119.60	-2.101
3119.70	-2.175
3119.80	-2.244
3119.90	-2.291
3120.00	-2.366
3120.10	-2.437
3120.20	-2.501
3120.30	-2.557
3120.40	-2.617
3120.50	-2.695
3120.60	-2.761
3120.70	-2.822
3120.80	-2.87
3120.90	-2.925
3121.00	-3.001
3121.10	-3.063
3121.20	-3.12
3121.30	-3.166
3121.40	-3.202
3121.50	-3.233
3121.60	-3.289
3121.70	-3.35
3121.80	-3.4
3121.90	-3.444
3122.00	-3.462
3122.10	-3.477
3122.20	-3.48
3122.30	-3.48
3122.40	-3.477
3122.50	-3.472
3122.60	-3.464
3122.70	-3.454
3122.80	-3.442
3122.90	-3.425
3123.00	-3.406
3123.10	-3.38
3123.20	-3.348
3123.30	-3.306
3123.40	-3.253
3123.50	-3.194
3123.60	-3.172
3123.70	-3.15
3123.80	-3.129
3123.90	-3.11
3124.00	-3.091
3124.10	-3.074
3124.20	-3.052
3124.30	-3.027
3124.40	-2.996
3124.50	-2.957
3124.60	-2.908
3124.70	-2.849
3124.80	-2.787
3124.90	-2.728
3125.00	-2.706
3125.10	-2.683
3125.20	-2.656
3125.30	-2.624
3125.40	-2.585
3125.50	-2.538
3125.60	-2.481
3125.70	-2.419
3125.80	-2.357
3125.90	-2.3
3126.00	-2.276
3126.10	-2.251
3126.20	-2.222
3126.30	-2.189
3126.40	-2.15
3126.50	-2.105
3126.60	-2.053
3126.70	-1.996
3126.80	-1.973
3126.90	-1.949
3127.00	-1.926
3127.10	-1.904
3127.20	-1.882
3127.30	-1.861
3127.40	-1.841
3127.50	-1.823
3127.60	-1.805
3127.70	-1.789
3127.80	-1.781
3127.90	-1.772
3128.00	-1.764
3128.10	-1.755
3128.20	-1.746
3128.30	-1.737
3128.40	-1.729
3128.50	-1.72
3128.60	-1.712
3128.70	-1.705
3128.80	-1.697
3128.90	-1.691
3129.00	-1.685
3129.10	-1.681
3129.20	-1.676
3129.30	-1.674
3129.40	-1.671
3129.50	-1.671
3129.60	-1.671
3129.70	-1.673
3129.80	-1.677
3129.90	-1.684
3130.00	-1.695
3130.10	-1.712
3130.20	-1.767
3130.30	-1.814
3130.40	-1.856
3130.50	-1.895
3130.60	-1.928
3130.70	-1.947
3130.80	-1.971
3130.90	-2
3131.00	-2.064
3131.10	-2.122
3131.20	-2.174
3131.30	-2.222
3131.40	-2.273
3131.50	-2.32
3131.60	-2.384
3131.70	-2.452
3131.80	-2.509
3131.90	-2.56
3132.00	-2.609
3132.10	-2.662
3132.20	-2.7
3132.30	-2.769
3132.40	-2.834
3132.50	-2.889
3132.60	-2.938
3132.70	-2.987
3132.80	-3.037
3132.90	-3.077
3133.00	-3.114
3133.10	-3.157
3133.20	-3.23
3133.30	-3.293
3133.40	-3.349
3133.50	-3.403
3133.60	-3.457
3133.70	-3.513
3133.80	-3.575
3133.90	-3.617
3134.00	-3.665
3134.10	-3.716
3134.20	-3.778
3134.30	-3.877
3134.40	-4.008
3134.50	-4.15
3134.60	-4.423
3134.70	-4.569
3134.80	-4.879
3134.90	-5.212
3135.00	-5.397
3135.10	-5.74
3135.20	-6.104
3135.30	-6.464
3135.40	-6.794
3135.50	-7.041
3135.60	-7.214
3135.70	-7.239
3135.80	-7.27
3135.90	-7.304
3136.00	-7.322
3136.10	-7.348
3136.20	-7.356
3136.30	-7.359
3136.40	-7.36
3136.50	-7.363
3136.60	-7.365
3136.70	-7.367
3136.80	-7.369
3136.90	-7.372
3137.00	-7.373
3137.10	-7.376
3137.20	-7.378
3137.30	-7.38
3137.40	-7.382
3137.50	-7.383
3137.60	-7.385
3137.70	-7.387
3137.80	-7.389
3137.90	-7.39
3138.00	-7.391
3138.10	-7.392
3138.20	-7.393
3138.30	-7.394
3138.40	-7.394
3138.50	-7.393
3138.60	-7.392
3138.70	-7.391
3138.80	-7.388
3138.90	-7.384
3139.00	-7.378
3139.10	-7.372
3139.20	-7.363
3139.30	-7.352
3139.40	-7.338
3139.50	-7.32
3139.60	-7.297
3139.70	-7.268
3139.80	-7.231
3139.90	-7.18
3140.00	-7.111
3140.10	-7.017
3140.20	-6.927
3140.30	-6.859
3140.40	-6.806
3140.50	-6.783
3140.60	-6.752
3140.70	-6.711
3140.80	-6.66
3140.90	-6.592
3141.00	-6.5
3141.10	-6.395
3141.20	-6.306
3141.30	-6.255
3141.40	-6.194
3141.50	-6.12
3141.60	-6.029
3141.70	-5.926
3141.80	-5.831
3141.90	-5.784
3142.00	-5.717
3142.10	-5.63
3142.20	-5.532
3142.30	-5.433
3142.40	-5.366
3142.50	-5.31
3142.60	-5.227
3142.70	-5.126
3142.80	-5.027
3142.90	-4.932
3143.00	-4.87
3143.10	-4.782
3143.20	-4.672
3143.30	-4.571
3143.40	-4.473
3143.50	-4.39
3143.60	-4.276
3143.70	-4.159
3143.80	-4.05
3143.90	-3.947
3144.00	-3.82
3144.10	-3.677
3144.20	-3.538
3144.30	-3.387
3144.40	-3.198
3144.50	-3.041
3144.60	-2.923
3144.70	-2.802
3144.80	-2.641
3144.90	-2.455
3145.00	-2.32
3145.10	-2.206
3145.20	-2.051
3145.30	-1.874
3145.40	-1.746
3145.50	-1.629
3145.60	-1.478
3145.70	-1.317
3145.80	-1.211
3145.90	-1.088
3146.00	-0.933
3146.10	-0.815
3146.20	-0.718
3146.30	-0.6
3146.40	-0.452
3146.50	-0.346
3146.60	-0.256
3146.70	-0.133
3146.80	-0.018
3146.90	0.079
3147.00	0.163
3147.10	0.278
3147.20	0.383
3147.30	0.473
3147.40	0.55
3147.50	0.655
3147.60	0.752
3147.70	0.836
3147.80	0.904
3147.90	0.993
3148.00	1.083
3148.10	1.165
3148.20	1.239
3148.30	1.312
3148.40	1.391
3148.50	1.469
3148.60	1.542
3148.70	1.606
3148.80	1.689
3148.90	1.762
3149.00	1.832
3149.10	1.895
3149.20	1.961
3149.30	2.027
3149.40	2.092
3149.50	2.155
3149.60	2.212
3149.70	2.28
3149.80	2.34
3149.90	2.398
3150.00	2.453
3150.10	2.507
3150.20	2.557
3150.30	2.61
3150.40	2.662
3150.50	2.712
3150.60	2.762
3150.70	2.808
3150.80	2.855
3150.90	2.902
3151.00	2.947
3151.10	2.992
3151.20	3.036
3151.30	3.079
3151.40	3.122
3151.50	3.161
3151.60	3.2
3151.70	3.236
3151.80	3.276
3151.90	3.315
3152.00	3.352
3152.10	3.382
3152.20	3.408
3152.30	3.443
3152.40	3.478
3152.50	3.513
3152.60	3.545
3152.70	3.571
3152.80	3.611
3152.90	3.641
3153.00	3.671
3153.10	3.701
3153.20	3.709
3153.30	3.714
3153.40	3.714
3153.50	3.705
3153.60	3.696
3153.70	3.685
3153.80	3.675
3153.90	3.665
3154.00	3.655
3154.10	3.646
3154.20	3.637
3154.30	3.629
3154.40	3.62
3154.50	3.612
3154.60	3.605
3154.70	3.597
3154.80	3.59
3154.90	3.583
3155.00	3.576
3155.10	3.57
3155.20	3.563
3155.30	3.556
3155.40	3.549
3155.50	3.542
3155.60	3.535
3155.70	3.528
3155.80	3.521
3155.90	3.514
3156.00	3.508
3156.10	3.501
3156.20	3.494
3156.30	3.487
3156.40	3.481
3156.50	3.474
3156.60	3.468
3156.70	3.462
3156.80	3.456
3156.90	3.45
3157.00	3.445
3157.10	3.439
3157.20	3.434
3157.30	3.429
3157.40	3.424
3157.50	3.419
3157.60	3.414
3157.70	3.41
3157.80	3.406
3157.90	3.402
3158.00	3.398
3158.10	3.395
3158.20	3.392
3158.30	3.39
3158.40	3.388
3158.50	3.387
3158.60	3.387
3158.70	3.387
3158.80	3.388
3158.90	3.391
3159.00	3.395
3159.10	3.402
3159.20	3.41
3159.30	3.422
3159.40	3.438
3159.50	3.459
3159.60	3.469
3159.70	3.481
3159.80	3.495
3159.90	3.511
3160.00	3.529
3160.10	3.545
3160.20	3.56
3160.30	3.572
3160.40	3.58
3160.50	3.582
3160.60	3.584
3160.70	3.588
3160.80	3.592
3160.90	3.599
3161.00	3.606
3161.10	3.616
3161.20	3.629
3161.30	3.644
3161.40	3.663
3161.50	3.685
3161.60	3.713
3161.70	3.744
3161.80	3.766
3161.90	3.789
3162.00	3.812
3162.10	3.834
3162.20	3.854
3162.30	3.872
3162.40	3.881
3162.50	3.892
3162.60	3.905
3162.70	3.92
3162.80	3.939
3162.90	3.96
3163.00	3.986
3163.10	4.017
3163.20	4.052
3163.30	4.077
3163.40	4.1
3163.50	4.122
3163.60	4.144
3163.70	4.165
3163.80	4.184
3163.90	4.203
3164.00	4.219
3164.10	4.233
3164.20	4.244
3164.30	4.256
3164.40	4.27
3164.50	4.288
3164.60	4.295
3164.70	4.303
3164.80	4.31
3164.90	4.318
3165.00	4.326
3165.10	4.334
3165.20	4.341
3165.30	4.349
3165.40	4.358
3165.50	4.366
3165.60	4.374
3165.70	4.383
3165.80	4.392
3165.90	4.4
3166.00	4.409
3166.10	4.418
3166.20	4.427
3166.30	4.437
3166.40	4.446
3166.50	4.455
3166.60	4.464
3166.70	4.472
3166.80	4.481
3166.90	4.489
3167.00	4.498
3167.10	4.506
3167.20	4.513
3167.30	4.519
3167.40	4.525
3167.50	4.53
3167.60	4.535
3167.70	4.54
3167.80	4.544
3167.90	4.547
3168.00	4.549
3168.10	4.55
3168.20	4.549
3168.30	4.547
3168.40	4.541
3168.50	4.518
3168.60	4.498
3168.70	4.482
3168.80	4.468
3168.90	4.455
3169.00	4.45
3169.10	4.451
3169.20	4.451
3169.30	4.449
3169.40	4.447
3169.50	4.443
3169.60	4.438
3169.70	4.43
3169.80	4.419
3169.90	4.393
3170.00	4.36
3170.10	4.331
3170.20	4.303
3170.30	4.273
3170.40	4.252
3170.50	4.233
3170.60	4.188
3170.70	4.15
3170.80	4.116
3170.90	4.081
3171.00	4.043
3171.10	3.999
3171.20	3.954
3171.30	3.912
3171.40	3.869
3171.50	3.825
3171.60	3.759
3171.70	3.711
3171.80	3.666
3171.90	3.619
3172.00	3.541
3172.10	3.481
3172.20	3.433
3172.30	3.383
3172.40	3.304
3172.50	3.232
3172.60	3.182
3172.70	3.129
3172.80	3.045
3172.90	2.972
3173.00	2.921
3173.10	2.868
3173.20	2.788
3173.30	2.717
3173.40	2.667
3173.50	2.617
3173.60	2.563
3173.70	2.497
3173.80	2.445
3173.90	2.399
3174.00	2.356
3174.10	2.313
3174.20	2.294
3174.30	2.28
3174.40	2.265
3174.50	2.248
3174.60	2.229
3174.70	2.208
3174.80	2.181
3174.90	2.165
3175.00	2.16
3175.10	2.156
3175.20	2.151
3175.30	2.146
3175.40	2.14
3175.50	2.135
3175.60	2.129
3175.70	2.123
3175.80	2.117
3175.90	2.111
3176.00	2.105
3176.10	2.099
3176.20	2.093
3176.30	2.086
3176.40	2.079
3176.50	2.073
3176.60	2.066
3176.70	2.059
3176.80	2.052
3176.90	2.045
3177.00	2.038
3177.10	2.031
3177.20	2.024
3177.30	2.017
3177.40	2.011
3177.50	2.004
3177.60	1.997
3177.70	1.99
3177.80	1.984
3177.90	1.978
3178.00	1.972
3178.10	1.966
3178.20	1.961
3178.30	1.956
3178.40	1.951
3178.50	1.947
3178.60	1.943
3178.70	1.94
3178.80	1.937
3178.90	1.935
3179.00	1.934
3179.10	1.933
3179.20	1.934
3179.30	1.936
3179.40	1.94
3179.50	1.945
3179.60	1.952
3179.70	1.961
3179.80	1.975
3179.90	1.992
3180.00	2.016
3180.10	2.048
3180.20	2.09
3180.30	2.113
3180.40	2.135
3180.50	2.154
3180.60	2.169
3180.70	2.182
3180.80	2.189
3180.90	2.198
3181.00	2.211
3181.10	2.227
3181.20	2.248
3181.30	2.274
3181.40	2.309
3181.50	2.353
3181.60	2.401
3181.70	2.444
3181.80	2.477
3181.90	2.506
3182.00	2.543
3182.10	2.586
3182.20	2.633
3182.30	2.677
3182.40	2.709
3182.50	2.74
3182.60	2.78
3182.70	2.825
3182.80	2.87
3182.90	2.913
3183.00	2.953
3183.10	2.993
3183.20	3.039
3183.30	3.083
3183.40	3.125
3183.50	3.164
3183.60	3.204
3183.70	3.251
3183.80	3.294
3183.90	3.334
3184.00	3.375
3184.10	3.417
3184.20	3.464
3184.30	3.504
3184.40	3.542
3184.50	3.59
3184.60	3.636
3184.70	3.676
3184.80	3.712
3184.90	3.755
3185.00	3.8
3185.10	3.841
3185.20	3.875
3185.30	3.915
3185.40	3.958
3185.50	3.998
3185.60	4.031
3185.70	4.069
3185.80	4.109
3185.90	4.149
3186.00	4.181
3186.10	4.216
3186.20	4.254
3186.30	4.292
3186.40	4.323
3186.50	4.356
3186.60	4.393
3186.70	4.43
3186.80	4.459
3186.90	4.49
3187.00	4.525
3187.10	4.56
3187.20	4.589
3187.30	4.617
3187.40	4.649
3187.50	4.683
3187.60	4.711
3187.70	4.733
3187.80	4.758
3187.90	4.791
3188.00	4.821
3188.10	4.845
3188.20	4.872
3188.30	4.901
3188.40	4.932
3188.50	4.956
3188.60	4.975
3188.70	4.996
3188.80	5.025
3188.90	5.053
3189.00	5.073
3189.10	5.093
3189.20	5.114
3189.30	5.142
3189.40	5.167
3189.50	5.186
3189.60	5.203
3189.70	5.22
3189.80	5.243
3189.90	5.269
3190.00	5.289
3190.10	5.305
3190.20	5.313
3190.30	5.326
3190.40	5.345
3190.50	5.368
3190.60	5.39
3190.70	5.405
3190.80	5.41
3190.90	5.414
3191.00	5.421
3191.10	5.429
3191.20	5.442
3191.30	5.458
3191.40	5.478
3191.50	5.49
3191.60	5.5
3191.70	5.507
3191.80	5.511
3191.90	5.514
3192.00	5.517
3192.10	5.52
3192.20	5.521
3192.30	5.524
3192.40	5.527
3192.50	5.532
3192.60	5.538
3192.70	5.547
3192.80	5.559
3192.90	5.575
3193.00	5.594
3193.10	5.604
3193.20	5.612
3193.30	5.617
3193.40	5.62
3193.50	5.622
3193.60	5.624
3193.70	5.624
3193.80	5.625
3193.90	5.627
3194.00	5.629
3194.10	5.633
3194.20	5.638
3194.30	5.646
3194.40	5.655
3194.50	5.669
3194.60	5.686
3194.70	5.704
3194.80	5.713
3194.90	5.719
3195.00	5.723
3195.10	5.726
3195.20	5.728
3195.30	5.73
3195.40	5.733
3195.50	5.737
3195.60	5.743
3195.70	5.751
3195.80	5.761
3195.90	5.776
3196.00	5.794
3196.10	5.814
3196.20	5.832
3196.30	5.839
3196.40	5.845
3196.50	5.85
3196.60	5.856
3196.70	5.863
3196.80	5.873
3196.90	5.884
3197.00	5.899
3197.10	5.918
3197.20	5.941
3197.30	5.967
3197.40	5.992
3197.50	6.014
3197.60	6.035
3197.70	6.055
3197.80	6.08
3197.90	6.11
3198.00	6.143
3198.10	6.178
3198.20	6.212
3198.30	6.243
3198.40	6.283
3198.50	6.324
3198.60	6.372
3198.70	6.423
3198.80	6.477
3198.90	6.535
3199.00	6.61
3199.10	6.701
3199.20	6.805
3199.30	6.878
3199.40	6.937
3199.50	7.012
3199.60	7.101
3199.70	7.2
3199.80	7.269
3199.90	7.331
3200.00	7.406
3200.10	7.493
3200.20	7.586
3200.30	7.657
3200.40	7.728
3200.50	7.809
3200.60	7.898
3200.70	7.971
3200.80	8.037
3200.90	8.114
3201.00	8.198
3201.10	8.271
3201.20	8.333
3201.30	8.406
3201.40	8.489
3201.50	8.559
3201.60	8.616
3201.70	8.682
3201.80	8.761
3201.90	8.828
3202.00	8.882
3202.10	8.948
3202.20	9.023
3202.30	9.084
3202.40	9.137
3202.50	9.202
3202.60	9.274
3202.70	9.329
3202.80	9.385
3202.90	9.451
3203.00	9.504
3203.10	9.544
3203.20	9.598
3203.30	9.661
3203.40	9.707
3203.50	9.748
3203.60	9.801
3203.70	9.848
3203.80	9.853
3203.90	9.853
3204.00	9.853
3204.10	9.852
3204.20	9.852
3204.30	9.852
3204.40	9.852
3204.50	9.853
3204.60	9.853
3204.70	9.853
3204.80	9.851
3204.90	9.848
3205.00	9.846
3205.10	9.844
3205.20	9.841
3205.30	9.838
3205.40	9.834
3205.50	9.83
3205.60	9.825
3205.70	9.82
3205.80	9.813
3205.90	9.806
3206.00	9.797
3206.10	9.786
3206.20	9.774
3206.30	9.759
3206.40	9.74
3206.50	9.718
3206.60	9.689
3206.70	9.651
3206.80	9.594
3206.90	9.417
3207.00	9.364
3207.10	9.284
3207.20	9.065
3207.30	8.908
3207.40	8.664
3207.50	8.265
3207.60	7.954
3207.70	7.478
3207.80	6.999
3207.90	6.676
3208.00	6.367
3208.10	6.359
3208.20	6.361
3208.30	6.362
3208.40	6.363
3208.50	6.365
3208.60	6.366
3208.70	6.367
3208.80	6.368
3208.90	6.369
3209.00	6.37
3209.10	6.372
3209.20	6.373
3209.30	6.374
3209.40	6.375
3209.50	6.376
3209.60	6.378
3209.70	6.379
3209.80	6.38
3209.90	6.382
3210.00	6.383
3210.10	6.385
3210.20	6.386
3210.30	6.387
3210.40	6.389
3210.50	6.39
3210.60	6.392
3210.70	6.393
3210.80	6.394
3210.90	6.395
3211.00	6.397
3211.10	6.398
3211.20	6.399
3211.30	6.401
3211.40	6.402
3211.50	6.404
3211.60	6.405
3211.70	6.407
3211.80	6.408
3211.90	6.41
3212.00	6.411
3212.10	6.413
3212.20	6.414
3212.30	6.416
3212.40	6.418
3212.50	6.419
3212.60	6.421
3212.70	6.422
3212.80	6.423
3212.90	6.423
3213.00	6.423
3213.10	6.424
3213.20	6.425
3213.30	6.425
3213.40	6.426
3213.50	6.429
3213.60	6.429
3213.70	6.429
3213.80	6.43
3213.90	6.431
3214.00	6.432
3214.10	6.429
3214.20	6.428
3214.30	6.428
3214.40	6.429
3214.50	6.43
3214.60	6.427
3214.70	6.424
3214.80	6.423
3214.90	6.424
3215.00	6.424
3215.10	6.421
3215.20	6.417
3215.30	6.415
3215.40	6.414
3215.50	6.415
3215.60	6.409
3215.70	6.405
3215.80	6.402
3215.90	6.4
3216.00	6.393
3216.10	6.389
3216.20	6.385
3216.30	6.379
3216.40	6.369
3216.50	6.365
3216.60	6.361
3216.70	6.347
3216.80	6.337
3216.90	6.332
3217.00	6.318
3217.10	6.304
3217.20	6.294
3217.30	6.277
3217.40	6.262
3217.50	6.245
3217.60	6.227
3217.70	6.212
3217.80	6.189
3217.90	6.172
3218.00	6.152
3218.10	6.129
3218.20	6.111
3218.30	6.085
3218.40	6.063
3218.50	6.044
3218.60	6.011
3218.70	5.991
3218.80	5.964
3218.90	5.932
3219.00	5.911
3219.10	5.877
3219.20	5.845
3219.30	5.819
3219.40	5.78
3219.50	5.749
3219.60	5.71
3219.70	5.672
3219.80	5.637
3219.90	5.593
3220.00	5.556
3220.10	5.511
3220.20	5.468
3220.30	5.423
3220.40	5.375
3220.50	5.332
3220.60	5.278
3220.70	5.233
3220.80	5.182
3220.90	5.132
3221.00	5.09
3221.10	5.034
3221.20	4.988
3221.30	4.953
3221.40	4.898
3221.50	4.857
3221.60	4.827
3221.70	4.789
3221.80	4.748
3221.90	4.72
3222.00	4.694
3222.10	4.672
3222.20	4.657
3222.30	4.631
3222.40	4.603
3222.50	4.581
3222.60	4.563
3222.70	4.546
3222.80	4.533
3222.90	4.529
3223.00	4.523
3223.10	4.517
3223.20	4.509
3223.30	4.499
3223.40	4.472
3223.50	4.448
3223.60	4.429
3223.70	4.414
3223.80	4.4
3223.90	4.395
3224.00	4.395
3224.10	4.396
3224.20	4.396
3224.30	4.397
3224.40	4.397
3224.50	4.398
3224.60	4.399
3224.70	4.399
3224.80	4.4
3224.90	4.4
3225.00	4.401
3225.10	4.4
3225.20	4.401
3225.30	4.4
3225.40	4.4
3225.50	4.399
3225.60	4.399
3225.70	4.4
3225.80	4.401
3225.90	4.402
3226.00	4.404
3226.10	4.405
3226.20	4.407
3226.30	4.41
3226.40	4.411
3226.50	4.414
3226.60	4.416
3226.70	4.418
3226.80	4.42
3226.90	4.422
3227.00	4.425
3227.10	4.427
3227.20	4.429
3227.30	4.432
3227.40	4.435
3227.50	4.438
3227.60	4.441
3227.70	4.444
3227.80	4.445
3227.90	4.446
3228.00	4.446
3228.10	4.447
3228.20	4.447
3228.30	4.447
3228.40	4.447
3228.50	4.447
3228.60	4.446
3228.70	4.445
3228.80	4.444
3228.90	4.442
3229.00	4.441
3229.10	4.439
3229.20	4.436
3229.30	4.433
3229.40	4.429
3229.50	4.425
3229.60	4.42
3229.70	4.414
3229.80	4.406
3229.90	4.398
3230.00	4.388
3230.10	4.376
3230.20	4.353
3230.30	4.324
3230.40	4.297
3230.50	4.272
3230.60	4.247
3230.70	4.222
3230.80	4.196
3230.90	4.18
3231.00	4.162
3231.10	4.124
3231.20	4.089
3231.30	4.057
3231.40	4.025
3231.50	3.993
3231.60	3.95
3231.70	3.896
3231.80	3.858
3231.90	3.824
3232.00	3.789
3232.10	3.753
3232.20	3.691
3232.30	3.65
3232.40	3.613
3232.50	3.58
3232.60	3.545
3232.70	3.514
3232.80	3.474
3232.90	3.437
3233.00	3.406
3233.10	3.379
3233.20	3.354
3233.30	3.334
3233.40	3.327
3233.50	3.32
3233.60	3.313
3233.70	3.305
3233.80	3.299
3233.90	3.292
3234.00	3.286
3234.10	3.281
3234.20	3.275
3234.30	3.269
3234.40	3.262
3234.50	3.256
3234.60	3.25
3234.70	3.243
3234.80	3.236
3234.90	3.229
3235.00	3.221
3235.10	3.211
3235.20	3.198
3235.30	3.191
3235.40	3.191
3235.50	3.19
3235.60	3.19
3235.70	3.19
3235.80	3.19
3235.90	3.19
3236.00	3.19
3236.10	3.19
3236.20	3.19
3236.30	3.19
3236.40	3.191
3236.50	3.193
3236.60	3.195
3236.70	3.199
3236.80	3.204
3236.90	3.21
3237.00	3.218
3237.10	3.227
3237.20	3.239
3237.30	3.254
3237.40	3.274
3237.50	3.298
3237.60	3.311
3237.70	3.325
3237.80	3.343
3237.90	3.363
3238.00	3.384
3238.10	3.404
3238.20	3.423
3238.30	3.439
3238.40	3.446
3238.50	3.454
3238.60	3.464
3238.70	3.477
3238.80	3.492
3238.90	3.512
3239.00	3.539
3239.10	3.572
3239.20	3.608
3239.30	3.632
3239.40	3.654
3239.50	3.675
3239.60	3.694
3239.70	3.712
3239.80	3.733
3239.90	3.76
3240.00	3.796
3240.10	3.834
3240.20	3.869
3240.30	3.902
3240.40	3.921
3240.50	3.945
3240.60	3.978
3240.70	4.017
3240.80	4.052
3240.90	4.084
3241.00	4.111
3241.10	4.139
3241.20	4.175
3241.30	4.212
3241.40	4.243
3241.50	4.273
3241.60	4.295
3241.70	4.326
3241.80	4.363
3241.90	4.395
3242.00	4.424
3242.10	4.448
3242.20	4.471
3242.30	4.502
3242.40	4.538
3242.50	4.568
3242.60	4.596
3242.70	4.611
3242.80	4.629
3242.90	4.652
3243.00	4.682
3243.10	4.717
3243.20	4.746
3243.30	4.772
3243.40	4.786
3243.50	4.801
3243.60	4.821
3243.70	4.847
3243.80	4.88
3243.90	4.911
3244.00	4.935
3244.10	4.959
3244.20	4.975
3244.30	4.996
3244.40	5.024
3244.50	5.055
3244.60	5.08
3244.70	5.102
3244.80	5.121
3244.90	5.139
3245.00	5.162
3245.10	5.19
3245.20	5.216
3245.30	5.236
3245.40	5.253
3245.50	5.274
3245.60	5.292
3245.70	5.315
3245.80	5.339
3245.90	5.359
3246.00	5.363
3246.10	5.367
3246.20	5.369
3246.30	5.371
3246.40	5.373
3246.50	5.376
3246.60	5.381
3246.70	5.387
3246.80	5.396
3246.90	5.408
3247.00	5.412
3247.10	5.416
3247.20	5.42
3247.30	5.423
3247.40	5.423
3247.50	5.421
3247.60	5.418
3247.70	5.415
3247.80	5.411
3247.90	5.407
3248.00	5.402
3248.10	5.397
3248.20	5.39
3248.30	5.383
3248.40	5.376
3248.50	5.367
3248.60	5.357
3248.70	5.346
3248.80	5.333
3248.90	5.31
3249.00	5.28
3249.10	5.255
3249.20	5.232
3249.30	5.208
3249.40	5.186
3249.50	5.163
3249.60	5.127
3249.70	5.094
3249.80	5.062
3249.90	5.03
3250.00	4.979
3250.10	4.942
3250.20	4.907
3250.30	4.868
3250.40	4.808
3250.50	4.766
3250.60	4.729
3250.70	4.677
3250.80	4.618
3250.90	4.578
3251.00	4.539
3251.10	4.476
3251.20	4.426
3251.30	4.388
3251.40	4.35
3251.50	4.289
3251.60	4.244
3251.70	4.209
3251.80	4.175
3251.90	4.14
3252.00	4.096
3252.10	4.06
3252.20	4.029
3252.30	4.002
3252.40	3.976
3252.50	3.965
3252.60	3.955
3252.70	3.946
3252.80	3.937
3252.90	3.928
3253.00	3.919
3253.10	3.91
3253.20	3.898
3253.30	3.887
3253.40	3.886
3253.50	3.885
3253.60	3.884
3253.70	3.884
3253.80	3.883
3253.90	3.883
3254.00	3.883
3254.10	3.884
3254.20	3.885
3254.30	3.888
3254.40	3.891
3254.50	3.895
3254.60	3.901
3254.70	3.907
3254.80	3.916
3254.90	3.927
3255.00	3.941
3255.10	3.961
3255.20	3.971
3255.30	3.984
3255.40	4
3255.50	4.015
3255.60	4.033
3255.70	4.051
3255.80	4.07
3255.90	4.087
3256.00	4.102
3256.10	4.11
3256.20	4.119
3256.30	4.129
3256.40	4.143
3256.50	4.161
3256.60	4.184
3256.70	4.216
3256.80	4.251
3256.90	4.284
3257.00	4.314
3257.10	4.337
3257.20	4.36
3257.30	4.39
3257.40	4.427
3257.50	4.46
3257.60	4.49
3257.70	4.514
3257.80	4.538
3257.90	4.571
3258.00	4.607
3258.10	4.639
3258.20	4.667
3258.30	4.697
3258.40	4.728
3258.50	4.764
3258.60	4.797
3258.70	4.824
3258.80	4.853
3258.90	4.883
3259.00	4.918
3259.10	4.95
3259.20	4.976
3259.30	5.005
3259.40	5.035
3259.50	5.068
3259.60	5.099
