G: deBoer et al. chronology (ky)
H: deBoer et al. SL (m; relative to present)

t deBoer 	SL de Boer
0.00	-2.041
0.10	-2.006
0.20	-1.972
0.30	-1.94
0.40	-1.904
0.50	-1.863
0.60	-1.815
0.70	-1.761
0.80	-1.707
0.90	-1.654
1.00	-1.605
1.10	-1.559
1.20	-1.516
1.30	-1.464
1.40	-1.41
1.50	-1.36
1.60	-1.313
1.70	-1.272
1.80	-1.233
1.90	-1.187
2.00	-1.136
2.10	-1.09
2.20	-1.06
2.30	-1.035
2.40	-1.013
2.50	-0.991
2.60	-0.965
2.70	-0.932
2.80	-0.909
2.90	-0.889
3.00	-0.865
3.10	-0.877
3.20	-0.909
3.30	-0.962
3.40	-1.013
3.50	-1.067
3.60	-1.15
3.70	-1.234
3.80	-1.327
3.90	-1.462
4.00	-1.588
4.10	-1.767
4.20	-1.91
4.30	-2.141
4.40	-2.396
4.50	-2.62
4.60	-2.915
4.70	-3.24
4.80	-3.504
4.90	-3.812
5.00	-4.071
5.10	-4.401
5.20	-4.636
5.30	-4.975
5.40	-5.202
5.50	-5.535
5.60	-5.749
5.70	-5.977
5.80	-6.278
5.90	-6.464
6.00	-6.674
6.10	-6.863
6.20	-7.145
6.30	-7.336
6.40	-7.49
6.50	-7.671
6.60	-7.958
6.70	-8.084
6.80	-8.18
6.90	-8.341
7.00	-8.478
7.10	-8.574
7.20	-8.669
7.30	-8.835
7.40	-8.972
7.50	-9.078
7.60	-9.183
7.70	-9.357
7.80	-9.566
7.90	-9.708
8.00	-9.993
8.10	-10.162
8.20	-10.421
8.30	-10.671
8.40	-10.933
8.50	-11.159
8.60	-11.609
8.70	-11.95
8.80	-12.358
8.90	-12.899
9.00	-13.477
9.10	-14.156
9.20	-14.728
9.30	-15.071
9.40	-15.463
9.50	-15.851
9.60	-16.273
9.70	-16.695
9.80	-17.15
9.90	-17.619
10.00	-18.119
10.10	-18.625
10.20	-19.16
10.30	-19.701
10.40	-20.26
10.50	-20.888
10.60	-21.456
10.70	-22.126
10.80	-22.788
10.90	-23.428
11.00	-24.205
11.10	-24.92
11.20	-25.653
11.30	-26.493
11.40	-27.281
11.50	-28.113
11.60	-29.033
11.70	-29.946
11.80	-30.88
11.90	-31.861
12.00	-32.891
12.10	-33.909
12.20	-35.011
12.30	-36.121
12.40	-37.216
12.50	-38.347
12.60	-39.544
12.70	-40.701
12.80	-41.82
12.90	-43.03
13.00	-44.235
13.10	-45.381
13.20	-46.592
13.30	-47.791
13.40	-48.982
13.50	-50.216
13.60	-51.34
13.70	-52.629
13.80	-53.812
13.90	-54.953
14.00	-56.184
14.10	-57.301
14.20	-58.38
14.30	-59.481
14.40	-60.452
14.50	-61.473
14.60	-62.308
14.70	-63.298
14.80	-64.188
14.90	-65.064
15.00	-66.03
15.10	-66.979
15.20	-67.874
15.30	-68.871
15.40	-69.793
15.50	-70.774
15.60	-71.799
15.70	-72.641
15.80	-73.672
15.90	-74.53
16.00	-75.434
16.10	-76.361
16.20	-77.25
16.30	-78.142
16.40	-78.861
16.50	-79.766
16.60	-80.635
16.70	-81.528
16.80	-82.247
16.90	-83.026
17.00	-83.799
17.10	-84.526
17.20	-85.397
17.30	-85.992
17.40	-86.799
17.50	-87.427
17.60	-88.186
17.70	-88.879
17.80	-89.537
17.90	-90.304
18.00	-90.914
18.10	-91.639
18.20	-92.288
18.30	-92.862
18.40	-93.492
18.50	-94.079
18.60	-94.557
18.70	-94.959
18.80	-95.541
18.90	-95.932
19.00	-96.267
19.10	-96.587
19.20	-96.793
19.30	-96.927
19.40	-97.068
19.50	-97.219
19.60	-97.381
19.70	-97.432
19.80	-97.48
19.90	-97.529
20.00	-97.576
20.10	-97.623
20.20	-97.669
20.30	-97.714
20.40	-97.759
20.50	-97.795
20.60	-97.823
20.70	-97.844
20.80	-97.858
20.90	-97.865
21.00	-97.861
21.10	-97.849
21.20	-97.82
21.30	-97.779
21.40	-97.716
21.50	-97.632
21.60	-97.515
21.70	-97.363
21.80	-97.174
21.90	-96.966
22.00	-96.749
22.10	-96.525
22.20	-96.307
22.30	-95.997
22.40	-95.742
22.50	-95.496
22.60	-95.305
22.70	-95.11
22.80	-94.916
22.90	-94.644
23.00	-94.416
23.10	-94.154
23.20	-93.863
23.30	-93.534
23.40	-93.213
23.50	-92.869
23.60	-92.666
23.70	-92.456
23.80	-92.229
23.90	-91.923
24.00	-91.661
24.10	-91.363
24.20	-91.031
24.30	-90.718
24.40	-90.391
24.50	-90.207
24.60	-90.024
24.70	-89.81
24.80	-89.63
24.90	-89.407
25.00	-89.143
25.10	-88.846
25.20	-88.516
25.30	-88.218
25.40	-87.914
25.50	-87.744
25.60	-87.578
25.70	-87.395
25.80	-87.254
25.90	-87.072
26.00	-86.844
26.10	-86.577
26.20	-86.277
26.30	-85.945
26.40	-85.64
26.50	-85.331
26.60	-85.159
26.70	-84.99
26.80	-84.807
26.90	-84.663
27.00	-84.477
27.10	-84.248
27.20	-83.982
27.30	-83.684
27.40	-83.361
27.50	-83.06
27.60	-82.734
27.70	-82.617
27.80	-82.529
27.90	-82.434
28.00	-82.322
28.10	-82.19
28.20	-82.052
28.30	-81.917
28.40	-81.796
28.50	-81.712
28.60	-81.686
28.70	-81.647
28.80	-81.592
28.90	-81.519
29.00	-81.424
29.10	-81.303
29.20	-81.148
29.30	-80.951
29.40	-80.704
29.50	-80.408
29.60	-80.169
29.70	-79.917
29.80	-79.687
29.90	-79.499
30.00	-79.362
30.10	-79.275
30.20	-79.17
30.30	-79.021
30.40	-78.944
30.50	-78.851
30.60	-78.74
30.70	-78.604
30.80	-78.452
30.90	-78.292
31.00	-78.137
31.10	-78.038
31.20	-77.995
31.30	-77.933
31.40	-77.848
31.50	-77.732
31.60	-77.582
31.70	-77.4
31.80	-77.288
31.90	-77.188
32.00	-77.111
32.10	-77.074
32.20	-77.07
32.30	-77.08
32.40	-77.095
32.50	-77.115
32.60	-77.138
32.70	-77.164
32.80	-77.194
32.90	-77.223
33.00	-77.248
33.10	-77.269
33.20	-77.286
33.30	-77.296
33.40	-77.3
33.50	-77.295
33.60	-77.283
33.70	-77.258
33.80	-77.22
33.90	-77.165
34.00	-77.091
34.10	-76.989
34.20	-76.857
34.30	-76.682
34.40	-76.478
34.50	-76.35
34.60	-76.24
34.70	-76.166
34.80	-76.127
34.90	-76.098
35.00	-76.07
35.10	-76.041
35.20	-76.01
35.30	-75.974
35.40	-75.924
35.50	-75.855
35.60	-75.763
35.70	-75.643
35.80	-75.489
35.90	-75.299
36.00	-75.084
36.10	-74.849
36.20	-74.596
36.30	-74.326
36.40	-74.074
36.50	-73.818
36.60	-73.619
36.70	-73.458
36.80	-73.38
36.90	-73.284
37.00	-73.16
37.10	-73.008
37.20	-72.833
37.30	-72.648
37.40	-72.463
37.50	-72.3
37.60	-72.171
37.70	-72.007
37.80	-71.798
37.90	-71.551
38.00	-71.286
38.10	-71.121
38.20	-70.996
38.30	-70.887
38.40	-70.784
38.50	-70.664
38.60	-70.534
38.70	-70.379
38.80	-70.209
38.90	-70.035
39.00	-69.857
39.10	-69.719
39.20	-69.546
39.30	-69.332
39.40	-69.067
39.50	-68.738
39.60	-68.439
39.70	-68.106
39.80	-67.833
39.90	-67.563
40.00	-67.309
40.10	-67.089
40.20	-66.977
40.30	-66.946
40.40	-66.938
40.50	-66.943
40.60	-66.959
40.70	-66.975
40.80	-66.992
40.90	-67.01
41.00	-67.027
41.10	-67.048
41.20	-67.066
41.30	-67.085
41.40	-67.104
41.50	-67.126
41.60	-67.147
41.70	-67.169
41.80	-67.191
41.90	-67.213
42.00	-67.234
42.10	-67.258
42.20	-67.279
42.30	-67.303
42.40	-67.325
42.50	-67.349
42.60	-67.372
42.70	-67.396
42.80	-67.42
42.90	-67.444
43.00	-67.468
43.10	-67.493
43.20	-67.518
43.30	-67.544
43.40	-67.569
43.50	-67.595
43.60	-67.62
43.70	-67.646
43.80	-67.672
43.90	-67.697
44.00	-67.723
44.10	-67.748
44.20	-67.773
44.30	-67.798
44.40	-67.822
44.50	-67.846
44.60	-67.87
44.70	-67.893
44.80	-67.916
44.90	-67.939
45.00	-67.96
45.10	-67.981
45.20	-68.001
45.30	-68.018
45.40	-68.035
45.50	-68.05
45.60	-68.061
45.70	-68.071
45.80	-68.077
45.90	-68.079
46.00	-68.077
46.10	-68.07
46.20	-68.058
46.30	-68.038
46.40	-68.011
46.50	-67.975
46.60	-67.927
46.70	-67.865
46.80	-67.785
46.90	-67.683
47.00	-67.548
47.10	-67.369
47.20	-67.149
47.30	-66.926
47.40	-66.753
47.50	-66.62
47.60	-66.505
47.70	-66.339
47.80	-66.209
47.90	-66.047
48.00	-65.835
48.10	-65.595
48.20	-65.374
48.30	-65.203
48.40	-65.078
48.50	-64.908
48.60	-64.671
48.70	-64.462
48.80	-64.22
48.90	-63.988
49.00	-63.803
49.10	-63.674
49.20	-63.5
49.30	-63.259
49.40	-63.043
49.50	-62.8
49.60	-62.568
49.70	-62.378
49.80	-62.24
49.90	-62.055
50.00	-61.807
50.10	-61.587
50.20	-61.348
50.30	-61.121
50.40	-60.933
50.50	-60.809
50.60	-60.646
50.70	-60.432
50.80	-60.248
50.90	-60.044
51.00	-59.83
51.10	-59.627
51.20	-59.519
51.30	-59.443
51.40	-59.395
51.50	-59.378
51.60	-59.358
51.70	-59.336
51.80	-59.311
51.90	-59.28
52.00	-59.246
52.10	-59.207
52.20	-59.162
52.30	-59.109
52.40	-59.039
52.50	-59.024
52.60	-59.008
52.70	-58.994
52.80	-58.981
52.90	-58.969
53.00	-58.961
53.10	-58.955
53.20	-58.956
53.30	-58.959
53.40	-58.969
53.50	-58.982
53.60	-59.007
53.70	-59.038
53.80	-59.077
53.90	-59.133
54.00	-59.203
54.10	-59.381
54.20	-59.561
54.30	-59.704
54.40	-59.831
54.50	-59.909
54.60	-59.954
54.70	-59.995
54.80	-60.043
54.90	-60.091
55.00	-60.146
55.10	-60.204
55.20	-60.27
55.30	-60.347
55.40	-60.438
55.50	-60.561
55.60	-60.802
55.70	-61.013
55.80	-61.189
55.90	-61.35
56.00	-61.507
56.10	-61.598
56.20	-61.686
56.30	-61.781
56.40	-61.89
56.50	-62.021
56.60	-62.284
56.70	-62.531
56.80	-62.753
56.90	-62.953
57.00	-63.146
57.10	-63.356
57.20	-63.509
57.30	-63.735
57.40	-64.017
57.50	-64.278
57.60	-64.518
57.70	-64.748
57.80	-64.982
57.90	-65.191
58.00	-65.477
58.10	-65.755
58.20	-66.007
58.30	-66.242
58.40	-66.455
58.50	-66.671
58.60	-66.819
58.70	-66.968
58.80	-67.219
58.90	-67.479
59.00	-67.712
59.10	-67.909
59.20	-68.082
59.30	-68.233
59.40	-68.361
59.50	-68.417
59.60	-68.475
59.70	-68.53
59.80	-68.583
59.90	-68.638
60.00	-68.69
60.10	-68.74
60.20	-68.791
60.30	-68.838
60.40	-68.885
60.50	-68.929
60.60	-68.969
60.70	-69.005
60.80	-69.029
60.90	-69.05
61.00	-69.062
61.10	-69.066
61.20	-69.059
61.30	-69.043
61.40	-69.015
61.50	-68.972
61.60	-68.913
61.70	-68.831
61.80	-68.726
61.90	-68.591
62.00	-68.423
62.10	-68.218
62.20	-67.992
62.30	-67.775
62.40	-67.6
62.50	-67.461
62.60	-67.401
62.70	-67.31
62.80	-67.264
62.90	-67.206
63.00	-67.14
63.10	-67.054
63.20	-66.947
63.30	-66.83
63.40	-66.707
63.50	-66.589
63.60	-66.513
63.70	-66.406
63.80	-66.244
63.90	-66.097
64.00	-65.914
64.10	-65.689
64.20	-65.414
64.30	-65.094
64.40	-64.771
64.50	-64.543
64.60	-64.341
64.70	-64.098
64.80	-63.918
64.90	-63.7
65.00	-63.45
65.10	-63.151
65.20	-62.822
65.30	-62.561
65.40	-62.333
65.50	-62.11
65.60	-61.85
65.70	-61.6
65.80	-61.311
65.90	-60.978
66.00	-60.665
66.10	-60.451
66.20	-60.277
66.30	-60.009
66.40	-59.78
66.50	-59.494
66.60	-59.172
66.70	-58.859
66.80	-58.612
66.90	-58.481
67.00	-58.374
67.10	-58.216
67.20	-58.06
67.30	-57.86
67.40	-57.634
67.50	-57.372
67.60	-57.068
67.70	-56.763
67.80	-56.53
67.90	-56.312
68.00	-56.056
68.10	-55.842
68.20	-55.58
68.30	-55.288
68.40	-54.968
68.50	-54.666
68.60	-54.438
68.70	-54.228
68.80	-53.913
68.90	-53.617
69.00	-53.282
69.10	-52.964
69.20	-52.686
69.30	-52.479
69.40	-52.224
69.50	-51.848
69.60	-51.515
69.70	-51.184
69.80	-50.905
69.90	-50.666
70.00	-50.353
70.10	-50.048
70.20	-49.698
70.30	-49.395
70.40	-49.179
70.50	-48.929
70.60	-48.603
70.70	-48.322
70.80	-48.022
70.90	-47.709
71.00	-47.455
71.10	-47.135
71.20	-46.832
71.30	-46.54
71.40	-46.287
71.50	-46.073
71.60	-45.816
71.70	-45.468
71.80	-45.158
71.90	-44.875
72.00	-44.625
72.10	-44.405
72.20	-44.072
72.30	-43.76
72.40	-43.458
72.50	-43.205
72.60	-43.015
72.70	-42.796
72.80	-42.55
72.90	-42.241
73.00	-41.954
73.10	-41.698
73.20	-41.5
73.30	-41.254
73.40	-41.039
73.50	-40.792
73.60	-40.526
73.70	-40.297
73.80	-40.1
73.90	-39.86
74.00	-39.643
74.10	-39.393
74.20	-39.18
74.30	-38.97
74.40	-38.774
74.50	-38.603
74.60	-38.37
74.70	-38.124
74.80	-37.859
74.90	-37.577
75.00	-37.31
75.10	-37.083
75.20	-36.915
75.30	-36.757
75.40	-36.579
75.50	-36.407
75.60	-36.23
75.70	-36.067
75.80	-35.927
75.90	-35.838
76.00	-35.719
76.10	-35.563
76.20	-35.424
76.30	-35.26
76.40	-35.089
76.50	-34.989
76.60	-34.902
76.70	-34.831
76.80	-34.778
76.90	-34.772
77.00	-34.765
77.10	-34.754
77.20	-34.74
77.30	-34.722
77.40	-34.7
77.50	-34.671
77.60	-34.634
77.70	-34.584
77.80	-34.572
77.90	-34.558
78.00	-34.544
78.10	-34.528
78.20	-34.509
78.30	-34.49
78.40	-34.469
78.50	-34.447
78.60	-34.421
78.70	-34.407
78.80	-34.392
78.90	-34.377
79.00	-34.36
79.10	-34.344
79.20	-34.327
79.30	-34.31
79.40	-34.293
79.50	-34.277
79.60	-34.26
79.70	-34.245
79.80	-34.23
79.90	-34.217
80.00	-34.205
80.10	-34.195
80.20	-34.189
80.30	-34.183
80.40	-34.179
80.50	-34.181
80.60	-34.181
80.70	-34.188
80.80	-34.194
80.90	-34.205
81.00	-34.218
81.10	-34.234
81.20	-34.255
81.30	-34.276
81.40	-34.303
81.50	-34.334
81.60	-34.368
81.70	-34.408
81.80	-34.453
81.90	-34.504
82.00	-34.566
82.10	-34.639
82.20	-34.776
82.30	-34.948
82.40	-35.083
82.50	-35.209
82.60	-35.332
82.70	-35.451
82.80	-35.564
82.90	-35.639
83.00	-35.724
83.10	-35.831
83.20	-36.039
83.30	-36.205
83.40	-36.348
83.50	-36.484
83.60	-36.621
83.70	-36.759
83.80	-36.885
83.90	-36.984
84.00	-37.155
84.10	-37.344
84.20	-37.494
84.30	-37.627
84.40	-37.749
84.50	-37.871
84.60	-37.983
84.70	-38.075
84.80	-38.127
84.90	-38.179
85.00	-38.233
85.10	-38.288
85.20	-38.345
85.30	-38.404
85.40	-38.467
85.50	-38.536
85.60	-38.605
85.70	-38.636
85.80	-38.667
85.90	-38.699
86.00	-38.732
86.10	-38.768
86.20	-38.796
86.30	-38.824
86.40	-38.852
86.50	-38.878
86.60	-38.902
86.70	-38.925
86.80	-38.945
86.90	-38.963
87.00	-38.98
87.10	-38.994
87.20	-39.005
87.30	-39.014
87.40	-39.017
87.50	-39.017
87.60	-39.01
87.70	-38.997
87.80	-38.975
87.90	-38.944
88.00	-38.898
88.10	-38.836
88.20	-38.753
88.30	-38.643
88.40	-38.557
88.50	-38.461
88.60	-38.342
88.70	-38.197
88.80	-38.036
88.90	-37.877
89.00	-37.735
89.10	-37.619
89.20	-37.545
89.30	-37.506
89.40	-37.453
89.50	-37.378
89.60	-37.268
89.70	-37.157
89.80	-37.005
89.90	-36.804
90.00	-36.566
90.10	-36.336
90.20	-36.128
90.30	-35.982
90.40	-35.857
90.50	-35.736
90.60	-35.56
90.70	-35.351
90.80	-35.112
90.90	-34.879
91.00	-34.686
91.10	-34.56
91.20	-34.437
91.30	-34.323
91.40	-34.161
91.50	-33.939
91.60	-33.727
91.70	-33.512
91.80	-33.317
91.90	-33.164
92.00	-33.046
92.10	-32.944
92.20	-32.805
92.30	-32.623
92.40	-32.431
92.50	-32.23
92.60	-32.059
92.70	-31.902
92.80	-31.764
92.90	-31.619
93.00	-31.456
93.10	-31.295
93.20	-31.128
93.30	-30.965
93.40	-30.812
93.50	-30.685
93.60	-30.546
93.70	-30.358
93.80	-30.164
93.90	-29.93
94.00	-29.712
94.10	-29.523
94.20	-29.385
94.30	-29.281
94.40	-29.144
94.50	-28.967
94.60	-28.794
94.70	-28.586
94.80	-28.348
94.90	-28.174
95.00	-28.02
95.10	-27.879
95.20	-27.761
95.30	-27.674
95.40	-27.659
95.50	-27.666
95.60	-27.673
95.70	-27.679
95.80	-27.685
95.90	-27.691
96.00	-27.697
96.10	-27.703
96.20	-27.709
96.30	-27.715
96.40	-27.721
96.50	-27.728
96.60	-27.734
96.70	-27.74
96.80	-27.745
96.90	-27.752
97.00	-27.758
97.10	-27.763
97.20	-27.768
97.30	-27.774
97.40	-27.779
97.50	-27.784
97.60	-27.789
97.70	-27.795
97.80	-27.8
97.90	-27.805
98.00	-27.81
98.10	-27.815
98.20	-27.819
98.30	-27.825
98.40	-27.829
98.50	-27.834
98.60	-27.839
98.70	-27.844
98.80	-27.848
98.90	-27.853
99.00	-27.858
99.10	-27.862
99.20	-27.868
99.30	-27.873
99.40	-27.879
99.50	-27.884
99.60	-27.89
99.70	-27.896
99.80	-27.903
99.90	-27.908
100.00	-27.917
100.10	-27.924
100.20	-27.931
100.30	-27.938
100.40	-27.947
100.50	-27.954
100.60	-27.963
100.70	-27.97
100.80	-27.978
100.90	-27.986
101.00	-27.993
101.10	-28.001
101.20	-28.008
101.30	-28.014
101.40	-28.021
101.50	-28.028
101.60	-28.034
101.70	-28.04
101.80	-28.045
101.90	-28.05
102.00	-28.055
102.10	-28.06
102.20	-28.063
102.30	-28.066
102.40	-28.068
102.50	-28.068
102.60	-28.067
102.70	-28.063
102.80	-28.057
102.90	-28.048
103.00	-28.034
103.10	-28.015
103.20	-27.988
103.30	-27.952
103.40	-27.905
103.50	-27.847
103.60	-27.79
103.70	-27.745
103.80	-27.71
103.90	-27.71
104.00	-27.709
104.10	-27.705
104.20	-27.699
104.30	-27.689
104.40	-27.674
104.50	-27.653
104.60	-27.621
104.70	-27.573
104.80	-27.536
104.90	-27.488
105.00	-27.429
105.10	-27.366
105.20	-27.311
105.30	-27.269
105.40	-27.26
105.50	-27.247
105.60	-27.23
105.70	-27.208
105.80	-27.18
105.90	-27.145
106.00	-27.098
106.10	-27.037
106.20	-26.953
106.30	-26.875
106.40	-26.784
106.50	-26.686
106.60	-26.585
106.70	-26.486
106.80	-26.397
106.90	-26.283
107.00	-26.135
107.10	-25.943
107.20	-25.741
107.30	-25.553
107.40	-25.379
107.50	-25.248
107.60	-25.1
107.70	-24.925
107.80	-24.713
107.90	-24.501
108.00	-24.296
108.10	-24.105
108.20	-23.972
108.30	-23.821
108.40	-23.639
108.50	-23.422
108.60	-23.173
108.70	-22.946
108.80	-22.787
108.90	-22.612
109.00	-22.401
109.10	-22.15
109.20	-21.928
109.30	-21.748
109.40	-21.558
109.50	-21.312
109.60	-21.043
109.70	-20.816
109.80	-20.627
109.90	-20.419
110.00	-20.174
110.10	-19.928
110.20	-19.721
110.30	-19.498
110.40	-19.264
110.50	-19.049
110.60	-18.869
110.70	-18.637
110.80	-18.384
110.90	-18.152
111.00	-17.974
111.10	-17.763
111.20	-17.542
111.30	-17.318
111.40	-17.114
111.50	-16.864
111.60	-16.642
111.70	-16.446
111.80	-16.247
111.90	-16.02
112.00	-15.8
112.10	-15.59
112.20	-15.344
112.30	-15.115
112.40	-14.915
112.50	-14.701
112.60	-14.457
112.70	-14.232
112.80	-14.008
112.90	-13.746
113.00	-13.501
113.10	-13.248
113.20	-12.956
113.30	-12.727
113.40	-12.521
113.50	-12.313
113.60	-12.076
113.70	-11.852
113.80	-11.614
113.90	-11.339
114.00	-11.088
114.10	-10.88
114.20	-10.641
114.30	-10.393
114.40	-10.158
114.50	-9.912
114.60	-9.673
114.70	-9.443
114.80	-9.204
114.90	-8.97
115.00	-8.745
115.10	-8.518
115.20	-8.279
115.30	-8.056
115.40	-7.825
115.50	-7.597
115.60	-7.377
115.70	-7.156
115.80	-6.933
115.90	-6.717
116.00	-6.505
116.10	-6.292
116.20	-6.086
116.30	-5.888
116.40	-5.69
116.50	-5.496
116.60	-5.313
116.70	-5.13
116.80	-4.955
116.90	-4.784
117.00	-4.619
117.10	-4.458
117.20	-4.302
117.30	-4.15
117.40	-4.004
117.50	-3.862
117.60	-3.724
117.70	-3.592
117.80	-3.465
117.90	-3.34
118.00	-3.221
118.10	-3.106
118.20	-2.993
118.30	-2.882
118.40	-2.776
118.50	-2.67
118.60	-2.568
118.70	-2.473
118.80	-2.374
118.90	-2.28
119.00	-2.189
119.10	-2.118
119.20	-2.028
119.30	-1.949
119.40	-1.873
119.50	-1.79
119.60	-1.731
119.70	-1.666
119.80	-1.599
119.90	-1.534
120.00	-1.473
120.10	-1.392
120.20	-1.323
120.30	-1.267
120.40	-1.211
120.50	-1.154
120.60	-1.093
120.70	-1.04
120.80	-0.991
120.90	-0.959
121.00	-0.921
121.10	-0.878
121.20	-0.846
121.30	-0.816
121.40	-0.79
121.50	-0.764
121.60	-0.742
121.70	-0.721
121.80	-0.715
121.90	-0.718
122.00	-0.718
122.10	-0.71
122.20	-0.702
122.30	-0.73
122.40	-0.77
122.50	-0.803
122.60	-0.851
122.70	-0.9
122.80	-0.983
122.90	-1.08
123.00	-1.161
123.10	-1.308
123.20	-1.423
123.30	-1.602
123.40	-1.752
123.50	-1.944
123.60	-2.185
123.70	-2.414
123.80	-2.723
123.90	-3.051
124.00	-3.365
124.10	-3.763
124.20	-4.095
124.30	-4.536
124.40	-5.022
124.50	-5.406
124.60	-5.889
124.70	-6.349
124.80	-6.883
124.90	-7.425
125.00	-7.924
125.10	-8.519
125.20	-9.134
125.30	-9.811
125.40	-10.5
125.50	-11.193
125.60	-11.934
125.70	-12.697
125.80	-13.453
125.90	-14.216
126.00	-14.916
126.10	-15.442
126.20	-15.988
126.30	-16.556
126.40	-17.096
126.50	-17.643
126.60	-18.171
126.70	-18.762
126.80	-19.313
126.90	-19.897
127.00	-20.49
127.10	-21.058
127.20	-21.719
127.30	-22.308
127.40	-22.983
127.50	-23.658
127.60	-24.288
127.70	-25.049
127.80	-25.704
127.90	-26.464
128.00	-27.241
128.10	-27.946
128.20	-28.798
128.30	-29.595
128.40	-30.42
128.50	-31.32
128.60	-32.181
128.70	-33.104
128.80	-34.01
128.90	-34.915
129.00	-35.784
129.10	-36.641
129.20	-37.575
129.30	-38.364
129.40	-39.297
129.50	-40.09
129.60	-41.016
129.70	-41.866
129.80	-42.732
129.90	-43.606
130.00	-44.462
130.10	-45.336
130.20	-46.2
130.30	-47.069
130.40	-47.953
130.50	-48.83
130.60	-49.747
130.70	-50.654
130.80	-51.608
130.90	-52.514
131.00	-53.515
131.10	-54.443
131.20	-55.491
131.30	-56.439
131.40	-57.531
131.50	-58.505
131.60	-59.646
131.70	-60.634
131.80	-61.83
131.90	-62.862
132.00	-64.061
132.10	-65.112
132.20	-66.324
132.30	-67.372
132.40	-68.621
132.50	-69.632
132.60	-70.906
132.70	-71.84
132.80	-73.101
132.90	-74.03
133.00	-75.096
133.10	-76.052
133.20	-77.095
133.30	-77.847
133.40	-78.68
133.50	-79.361
133.60	-80.038
133.70	-80.604
133.80	-81.018
133.90	-81.629
134.00	-82.108
134.10	-82.493
134.20	-83.085
134.30	-83.522
134.40	-83.88
134.50	-84.418
134.60	-84.847
134.70	-85.187
134.80	-85.543
134.90	-86.02
135.00	-86.356
135.10	-86.669
135.20	-86.978
135.30	-87.17
135.40	-87.465
135.50	-87.774
135.60	-88.043
135.70	-88.231
135.80	-88.288
135.90	-88.333
136.00	-88.382
136.10	-88.424
136.20	-88.47
136.30	-88.506
136.40	-88.542
136.50	-88.569
136.60	-88.599
136.70	-88.623
136.80	-88.648
136.90	-88.67
137.00	-88.69
137.10	-88.711
137.20	-88.729
137.30	-88.748
137.40	-88.765
137.50	-88.78
137.60	-88.796
137.70	-88.812
137.80	-88.829
137.90	-88.845
138.00	-88.862
138.10	-88.879
138.20	-88.896
138.30	-88.913
138.40	-88.931
138.50	-88.948
138.60	-88.965
138.70	-88.981
138.80	-88.998
138.90	-89.013
139.00	-89.03
139.10	-89.04
139.20	-89.055
139.30	-89.066
139.40	-89.078
139.50	-89.089
139.60	-89.099
139.70	-89.108
139.80	-89.117
139.90	-89.124
140.00	-89.131
140.10	-89.136
140.20	-89.14
140.30	-89.142
140.40	-89.144
140.50	-89.146
140.60	-89.145
140.70	-89.146
140.80	-89.146
140.90	-89.147
141.00	-89.146
141.10	-89.148
141.20	-89.152
141.30	-89.157
141.40	-89.166
141.50	-89.175
141.60	-89.191
141.70	-89.21
141.80	-89.236
141.90	-89.264
142.00	-89.299
142.10	-89.335
142.20	-89.377
142.30	-89.422
142.40	-89.471
142.50	-89.522
142.60	-89.579
142.70	-89.638
142.80	-89.697
142.90	-89.764
143.00	-89.828
143.10	-89.899
143.20	-89.971
143.30	-90.048
143.40	-90.128
143.50	-90.213
143.60	-90.302
143.70	-90.399
143.80	-90.494
143.90	-90.601
144.00	-90.708
144.10	-90.829
144.20	-90.964
144.30	-91.042
144.40	-91.088
144.50	-91.133
144.60	-91.181
144.70	-91.229
144.80	-91.279
144.90	-91.33
145.00	-91.383
145.10	-91.437
145.20	-91.493
145.30	-91.551
145.40	-91.612
145.50	-91.67
145.60	-91.727
145.70	-91.782
145.80	-91.838
145.90	-91.891
146.00	-91.946
146.10	-92
146.20	-92.054
146.30	-92.106
146.40	-92.158
146.50	-92.209
146.60	-92.258
146.70	-92.306
146.80	-92.352
146.90	-92.395
147.00	-92.436
147.10	-92.474
147.20	-92.508
147.30	-92.539
147.40	-92.566
147.50	-92.586
147.60	-92.6
147.70	-92.608
147.80	-92.606
147.90	-92.595
148.00	-92.573
148.10	-92.537
148.20	-92.483
148.30	-92.41
148.40	-92.311
148.50	-92.179
148.60	-92.009
148.70	-91.806
148.80	-91.576
148.90	-91.331
149.00	-91.058
149.10	-90.765
149.20	-90.388
149.30	-90.102
149.40	-89.877
149.50	-89.642
149.60	-89.387
149.70	-89.061
149.80	-88.777
149.90	-88.457
150.00	-88.133
150.10	-87.771
150.20	-87.557
150.30	-87.355
150.40	-87.138
150.50	-86.841
150.60	-86.582
150.70	-86.288
150.80	-85.961
150.90	-85.661
151.00	-85.351
151.10	-85.183
151.20	-85.018
151.30	-84.832
151.40	-84.683
151.50	-84.489
151.60	-84.247
151.70	-83.963
151.80	-83.638
151.90	-83.287
152.00	-82.965
152.10	-82.786
152.20	-82.635
152.30	-82.49
152.40	-82.389
152.50	-82.257
152.60	-82.082
152.70	-81.864
152.80	-81.607
152.90	-81.321
153.00	-81.004
153.10	-80.711
153.20	-80.386
153.30	-80.263
153.40	-80.176
153.50	-80.089
153.60	-79.981
153.70	-79.859
153.80	-79.725
153.90	-79.597
154.00	-79.48
154.10	-79.413
154.20	-79.409
154.30	-79.395
154.40	-79.369
154.50	-79.328
154.60	-79.27
154.70	-79.193
154.80	-79.089
154.90	-78.953
