C: Wang et al. stack probabilistic analysis Med RSL chronology (ky)
D: Wang et al. stack probabilistic analysis Med RSL MEDIAN (m; shifted so mean of last three ky =0)
E: Wang et al. stack probabilistic analysis Med RSL upper bound 95% probability interval for the median (~equivalent to 2se)
F: Wang et al. stack probabilistic analysis Med RSL lower bound 95% probability interval for the median (~equivalent to 2se)

t Wang Med RSL	MEDIAN	MEDIAN_t95%	 MEDIAN_b95%
3800	47.77975	53.97675	41.58175
3801	43.07975	49.30975	36.84975
3802	38.95575	45.15875	32.75275
3803	36.71075	42.85375	30.56775
3804	31.84475	38.00275	25.68575
3805	30.88275	37.05875	24.70675
3806	27.11075	33.30475	20.91575
3807	31.19075	37.31675	25.06575
3808	33.51275	39.69175	27.33475
3809	36.72875	42.92675	30.53075
3810	40.41575	46.62275	34.20875
3811	43.90575	50.10675	37.70475
3812	44.66875	50.87575	38.46075
3813	44.12875	50.32375	37.93275
3814	44.09175	50.26475	37.91975
3815	44.29475	50.45075	38.13875
3816	44.56775	50.71375	38.42275
3817	44.27975	50.43875	38.12075
3818	43.23175	49.43575	37.02675
3819	41.26775	47.51775	35.01775
3820	37.83775	44.07175	31.60375
3821	30.83575	37.10275	24.56975
3822	25.37675	31.62375	19.13075
3823	22.87575	29.05375	16.69775
3824	21.80375	27.97575	15.63175
3825	22.11075	28.24475	15.97675
3826	21.41175	27.54175	15.28175
3827	20.60475	26.78375	14.42575
3828	23.35475	29.49675	17.21175
3829	29.41775	35.57575	23.25975
3830	35.18075	41.36775	28.99375
3831	40.43175	46.61775	34.24475
3832	45.43475	51.61175	39.25775
3833	49.08675	55.28175	42.89175
3834	52.11875	58.27775	45.96075
3835	53.27275	59.43575	47.11075
3836	54.53075	60.68075	48.38075
3837	55.21875	61.40375	49.03375
3838	55.47775	61.63375	49.32075
3839	53.76575	59.90675	47.62575
3840	54.46675	60.64675	48.28675
3841	54.16975	60.37975	47.96075
3842	55.07375	61.25375	48.89475
3843	55.80775	61.98775	49.62875
3844	55.26675	61.43475	49.09775
3845	52.84575	58.99375	46.69775
3846	51.02275	57.20175	44.84375
3847	48.65775	54.80275	42.51175
3848	44.99475	51.17175	38.81775
3849	43.14075	49.28375	36.99875
3850	43.12975	49.28875	36.97175
3851	45.11675	51.28075	38.95175
3852	46.02575	52.22575	39.82575
3853	48.37575	54.53575	42.21675
3854	49.88875	56.07475	43.70275
3855	52.01275	58.19775	45.82675
3856	55.05375	61.22775	48.88075
3857	55.19475	61.36175	49.02775
3858	55.62675	61.77375	49.48075
3859	55.53275	61.70475	49.36075
3860	56.67475	62.83275	50.51675
3861	55.99375	62.18375	49.80375
3862	54.32375	60.47675	48.17175
3863	50.98075	57.19275	44.76975
3864	51.59575	57.78075	45.41075
3865	49.63575	55.81175	43.46075
3866	47.98575	54.15675	41.81475
3867	45.08975	51.29075	38.88875
3868	43.60275	49.76375	37.44075
3869	40.60375	46.75075	34.45675
3870	37.85975	44.00175	31.71675
3871	34.11875	40.25375	27.98275
3872	32.44075	38.63475	26.24775
3873	29.05875	35.26575	22.85275
3874	27.47975	33.64975	21.31075
3875	26.92075	33.08975	20.75275
3876	27.56975	33.71075	21.42875
3877	26.09075	32.26475	19.91775
3878	25.15975	31.33575	18.98275
3879	26.46475	32.61875	20.31075
3880	27.59575	33.76275	21.42775
3881	30.02675	36.21175	23.84175
3882	33.02575	39.17875	26.87275
3883	32.01575	38.17875	25.85275
3884	37.25675	43.47375	31.04075
3885	42.53375	48.68775	36.38075
3886	46.67975	52.87375	40.48475
3887	48.76975	54.93575	42.60275
3888	49.07275	55.23475	42.91175
3889	48.68775	54.83975	42.53475
3890	48.64475	54.77775	42.51275
3891	48.12775	54.29075	41.96475
3892	47.11275	53.29175	40.93375
3893	46.01875	52.18375	39.85275
3894	43.75675	49.90575	37.60775
3895	39.62375	45.76475	33.48275
3896	36.05375	42.29075	29.81775
3897	38.02075	44.14575	31.89475
3898	36.70375	42.86575	30.54175
3899	36.52075	42.64375	30.39775
3900	37.12675	43.29475	30.95875
3901	39.02275	45.15875	32.88775
3902	38.57575	44.75675	32.39475
3903	41.25375	47.37975	35.12875
3904	42.23275	48.41075	36.05375
3905	42.89775	49.10375	36.69075
3906	44.51875	50.70675	38.32975
3907	45.71975	51.86575	39.57275
3908	46.33175	52.46875	40.19475
3909	47.07975	53.19575	40.96275
3910	48.64175	54.74975	42.53375
3911	49.03375	55.17175	42.89575
3912	50.13475	56.28775	43.98075
3913	50.23175	56.39075	44.07175
3914	48.29375	54.47175	42.11575
3915	44.27275	50.45575	38.08975
3916	38.53975	44.71875	32.35975
3917	35.19375	41.35675	29.03175
3918	33.09775	39.24575	26.95075
3919	29.70375	35.90275	23.50475
3920	29.57675	35.76675	23.38675
3921	30.41475	36.57975	24.24875
3922	34.90775	41.06475	28.74975
3923	38.42175	44.58075	32.26375
3924	42.32975	48.50675	36.15275
3925	45.81375	52.00475	39.62375
3926	48.01275	54.21875	41.80775
3927	48.35075	54.53875	42.16275
3928	49.01075	55.18575	42.83575
3929	48.53475	54.69875	42.37075
3930	48.36975	54.50775	42.23175
3931	47.76775	53.91975	41.61675
3932	46.75375	52.92375	40.58375
3933	46.59575	52.76575	40.42575
3934	45.83175	52.04575	39.61775
3935	45.64675	51.87975	39.41275
3936	44.18275	50.42075	37.94475
3937	42.72675	48.92775	36.52575
3938	39.21775	45.39575	33.04075
3939	36.60475	42.80175	30.40775
3940	31.36675	37.53575	25.19675
3941	24.48175	30.68575	18.27775
3942	19.10475	25.27775	12.93275
3943	18.78675	24.94075	12.63375
3944	19.79275	25.99875	13.58675
3945	26.01675	32.23975	19.79375
3946	33.35175	39.59575	27.10775
3947	38.99275	45.23075	32.75375
3948	45.06575	51.30375	38.82675
3949	47.83575	54.09975	41.57075
3950	48.20475	54.46075	41.94875
3951	50.40775	56.57475	44.24075
3952	49.62675	55.78375	43.46975
3953	49.28475	55.44275	43.12575
3954	49.10875	55.30075	42.91775
3955	48.68275	54.89275	42.47275
3956	47.47475	53.64775	41.30075
3957	46.53875	52.69775	40.38075
3958	46.24275	52.39275	40.09275
3959	47.83475	53.94975	41.71975
3960	48.74775	54.91275	42.58375
3961	50.14175	56.31675	43.96675
3962	52.19275	58.33675	46.04875
3963	53.93575	60.09575	47.77675
3964	53.99075	60.17075	47.81075
3965	53.67075	59.81475	47.52675
3966	54.06275	60.21275	47.91275
3967	52.54475	58.72475	46.36475
3968	53.52975	59.70975	47.35075
3969	53.23975	59.45175	47.02675
3970	55.95675	62.10975	49.80275
3971	57.48275	63.62875	51.33675
3972	57.01175	63.19575	50.82675
3973	57.78575	63.94075	51.63075
3974	56.10975	62.28075	49.93775
3975	55.27775	61.46175	49.09375
3976	55.80575	61.95675	49.65475
3977	51.21175	57.40375	45.01975
3978	46.06175	52.26975	39.85375
3979	42.61575	48.81375	36.41775
3980	38.57975	44.78275	32.37775
3981	34.57775	40.77475	28.37975
3982	31.45075	37.62475	25.27675
3983	28.93675	35.07675	22.79675
3984	28.48975	34.63375	22.34675
3985	29.46975	35.58375	23.35675
3986	30.47675	36.60275	24.35075
3987	31.44875	37.57675	25.32175
3988	31.47175	37.61475	25.32875
3989	31.87875	38.04775	25.70875
3990	32.35375	38.52075	26.18675
3991	33.89575	40.04875	27.74375
3992	35.90675	42.07475	29.73875
3993	35.65375	41.81775	29.48975
3994	37.56475	43.70975	31.41975
3995	37.79375	43.95775	31.62875
3996	38.64075	44.79475	32.48575
3997	38.37675	44.52675	32.22675
3998	41.88475	48.01675	35.75275
3999	42.48775	48.63875	36.33575
4000	44.64475	50.80575	38.48475
4001	46.16875	52.32175	40.01575
4002	47.93375	54.13475	41.73175
4003	49.87975	56.05775	43.70175
4004	50.86175	57.05375	44.67075
4005	50.48175	56.68775	44.27475
4006	50.25475	56.42675	44.08375
4007	49.78075	55.94175	43.62075
4008	48.89075	55.05575	42.72575
4009	48.54375	54.72375	42.36375
4010	48.72675	54.91175	42.54175
4011	46.64575	52.87075	40.42075
4012	45.52775	51.71775	39.33675
4013	40.78975	47.00175	34.57775
4014	37.46475	43.67175	31.25775
4015	30.48875	36.67375	24.30375
4016	25.70875	31.90475	19.51275
4017	26.41475	32.55475	20.27475
4018	26.74775	32.92175	20.57375
4019	29.97775	36.14175	23.81275
4020	33.06175	39.26675	26.85675
4021	39.35675	45.58475	33.12875
4022	45.63775	51.88475	39.39175
4023	49.49575	55.73875	43.25275
4024	50.12675	56.36975	43.88375
4025	50.35075	56.55675	44.14475
4026	49.70075	55.88975	43.51175
4027	50.52575	56.66375	44.38775
4028	50.06275	56.21675	43.90875
4029	50.88575	57.03275	44.73875
4030	51.00975	57.14675	44.87175
4031	50.76675	56.94375	44.58975
4032	49.06475	55.26375	42.86475
4033	45.34775	51.52975	39.16475
4034	41.13475	47.30875	34.96075
4035	32.87375	39.09575	26.65175
4036	21.13875	27.38075	14.89575
4037	17.11075	23.31275	10.90775
4038	14.28675	20.42975	8.14475
4039	13.90975	20.09075	7.72775
4040	19.04875	25.20275	12.89475
4041	22.23275	28.39675	16.06875
4042	26.63175	32.80875	20.45375
4043	31.82075	38.04575	25.59675
4044	38.24475	44.45475	32.03575
4045	42.07275	48.31075	35.83475
4046	47.37875	53.54375	41.21375
4047	49.51075	55.67475	43.34675
4048	50.10475	56.23575	43.97475
4049	48.76975	54.94175	42.59875
4050	47.45675	53.66075	41.25375
4051	43.13075	49.37675	36.88575
4052	39.65575	45.81275	33.49975
4053	36.12275	42.30775	29.93775
4054	35.05075	41.22675	28.87375
4055	36.47875	42.65675	30.30075
4056	37.97075	44.12975	31.81275
4057	39.68175	45.84575	33.51875
4058	42.27375	48.40575	36.14175
4059	44.23875	50.39375	38.08375
4060	44.40575	50.52875	38.28275
4061	41.75375	47.93675	35.57175
4062	42.91475	49.04575	36.78475
4063	41.20375	47.34275	35.06475
4064	39.40575	45.55975	33.25075
4065	38.57875	44.72975	32.42775
4066	37.17375	43.36175	30.98575
4067	33.06275	39.24875	26.87675
4068	33.22975	39.38775	27.07075
4069	31.47075	37.64275	25.29975
4070	30.29375	36.46175	24.12575
4071	29.29275	35.47875	23.10675
4072	27.37275	33.52175	21.22275
4073	26.81775	32.93975	20.69475
4074	25.38575	31.51875	19.25275
4075	24.93975	31.07375	18.80675
4076	25.29775	31.41675	19.17975
4077	25.34975	31.52175	19.17675
4078	23.67075	29.87475	17.46775
4079	25.35375	31.53575	19.17275
4080	27.22175	33.40375	21.03875
4081	30.65275	36.87075	24.43375
4082	33.12375	39.36175	26.88575
4083	34.55475	40.79875	28.31075
4084	35.56775	41.77175	29.36275
4085	36.33675	42.52475	30.14875
4086	37.29575	43.47875	31.11275
4087	37.74375	43.91375	31.57275
4088	38.38075	44.54275	32.21975
4089	38.89975	45.05075	32.74875
4090	39.82375	45.97175	33.67675
4091	40.13375	46.29775	33.96875
4092	41.40775	47.55975	35.25575
4093	42.72575	48.87375	36.57775
4094	43.64175	49.80275	37.47975
4095	44.41075	50.59075	38.22975
4096	44.88375	51.09175	38.67575
4097	45.80175	52.02675	39.57775
4098	46.63475	52.85875	40.40975
4099	46.42575	52.67575	40.17675
4100	46.15175	52.42175	39.88075
4101	45.66775	51.88175	39.45475
4102	44.59975	50.79275	38.40675
4103	45.05475	51.19975	38.91075
4104	45.71675	51.86675	39.56675
4105	47.65775	53.80975	41.50675
4106	51.06975	57.24075	44.89775
4107	52.60275	58.76775	46.43775
4108	52.45775	58.62475	46.29175
4109	52.24475	58.38975	46.09975
4110	48.90575	55.07875	42.73375
4111	42.93075	49.13075	36.73175
4112	39.41475	45.58175	33.24775
4113	36.56675	42.73375	30.39975
4114	35.63475	41.80675	29.46275
4115	40.16475	46.33475	33.99375
4116	44.89375	51.07475	38.71175
4117	48.44175	54.59275	42.29075
4118	51.94275	58.10975	45.77575
4119	53.01175	59.19675	46.82675
4120	53.31475	59.47075	47.15975
4121	52.94875	59.07875	46.81775
4122	52.51375	58.63875	46.38975
4123	51.04375	57.21275	44.87375
4124	51.08275	57.25175	44.91375
4125	51.01875	57.19375	44.84375
4126	48.34975	54.54575	42.15375
4127	43.26475	49.46875	37.05975
4128	39.27375	45.45775	33.09075
4129	37.45775	43.60375	31.31075
4130	34.38075	40.55275	28.20775
4131	38.01475	44.16475	31.86475
4132	39.87775	46.02875	33.72775
4133	41.72675	47.87275	35.58075
4134	43.37475	49.51075	37.23775
4135	39.20675	45.38375	33.03075
4136	37.62875	43.76275	31.49375
4137	34.73575	40.90175	28.56875
4138	34.54975	40.66875	28.43075
4139	32.27475	38.42975	26.11975
4140	33.24275	39.43275	27.05275
4141	37.83875	43.97275	31.70375
4142	40.75475	46.93175	34.57775
4143	43.39375	49.57375	37.21375
4144	46.35575	52.50275	40.20875
4145	45.69175	51.82975	39.55375
4146	43.22075	49.36775	37.07475
4147	39.61775	45.80275	33.43275
4148	37.91375	44.04275	31.78375
4149	33.52575	39.70875	27.34275
4150	33.29575	39.44575	27.14575
4151	33.58275	39.70775	27.45675
4152	32.52675	38.72675	26.32675
4153	31.78075	37.96475	25.59675
4154	32.97175	39.10075	26.84375
4155	33.46075	39.59675	27.32475
4156	33.42875	39.60275	27.25475
4157	36.65275	42.80075	30.50575
4158	36.44475	42.61175	30.27675
4159	37.16575	43.33675	30.99475
4160	36.78575	42.94675	30.62475
4161	37.64775	43.77975	31.51575
4162	36.49475	42.65175	30.33875
4163	36.76275	42.93675	30.58775
4164	36.12375	42.26675	29.98175
4165	38.33175	44.47575	32.18875
4166	39.12775	45.31075	32.94375
4167	39.91175	46.05375	33.77075
4168	40.95575	47.11675	34.79375
4169	43.30275	49.48975	37.11575
4170	46.01475	52.21775	39.81175
4171	47.33375	53.54475	41.12275
4172	49.36075	55.50975	43.21275
4173	49.94575	56.05275	43.83875
4174	49.72775	55.85275	43.60275
4175	49.69475	55.85175	43.53675
4176	50.02875	56.20675	43.85075
4177	50.04675	56.26475	43.82875
4178	49.45375	55.66575	43.24175
4179	48.21775	54.36575	42.06975
4180	45.97175	52.12875	39.81575
4181	43.26075	49.45475	37.06775
4182	41.46875	47.64075	35.29575
4183	39.91975	46.11175	33.72675
4184	37.88075	44.09575	31.66675
4185	37.99675	44.18575	31.80675
4186	40.81875	46.97875	34.65775
4187	40.53875	46.71975	34.35875
4188	44.40475	50.56775	38.24075
4189	45.52975	51.68175	39.37775
4190	46.41875	52.61075	40.22675
4191	48.39775	54.54675	42.24875
4192	49.41175	55.56875	43.25475
4193	49.01375	55.18775	42.83975
4194	48.99375	55.13975	42.84875
4195	48.68975	54.80275	42.57775
4196	47.64175	53.78275	41.50075
4197	48.10275	54.27875	41.92675
4198	49.19875	55.34075	43.05675
4199	47.62675	53.81075	41.44275
4200	46.74875	52.88075	40.61675
4201	44.63775	50.82375	38.45275
4202	42.49275	48.65275	36.33375
4203	39.53475	45.68075	33.38875
4204	34.31075	40.48775	28.13375
4205	29.33675	35.52575	23.14775
4206	25.80475	31.96175	19.64775
4207	24.10975	30.33275	17.88675
4208	27.65875	33.86075	21.45675
4209	30.68875	36.86675	24.50975
4210	35.25075	41.48275	29.01975
4211	39.32975	45.58775	33.07175
4212	40.50875	46.77375	34.24475
4213	40.86275	47.11275	34.61375
4214	42.22775	48.42475	36.03075
4215	42.99975	49.18875	36.80975
4216	44.05975	50.22775	37.89175
4217	44.95375	51.11875	38.78875
4218	46.01075	52.16775	39.85475
4219	46.97075	53.15275	40.78875
4220	48.37675	54.58475	42.16975
4221	48.86875	55.07375	42.66375
4222	47.56775	53.72775	41.40775
4223	44.49875	50.69975	38.29775
4224	39.87675	46.09875	33.65475
4225	34.55175	40.69775	28.40475
4226	29.00675	35.14575	22.86875
4227	25.71275	31.89975	19.52675
4228	25.05875	31.22675	18.89075
4229	26.72475	32.88475	20.56575
4230	27.98775	34.15875	21.81675
4231	31.67775	37.83675	25.51775
4232	34.45975	40.64475	28.27475
4233	40.21575	46.35375	34.07875
4234	43.99475	50.20175	37.78775
4235	47.14575	53.31175	40.98075
4236	48.08075	54.25175	41.91075
4237	49.53675	55.68875	43.38475
4238	50.52775	56.67575	44.37975
4239	52.15775	58.29575	46.01875
4240	53.39975	59.54075	47.25975
4241	54.30375	60.46475	48.14375
4242	55.85575	62.03375	49.67775
4243	56.29975	62.50775	50.09275
4244	56.01475	62.17875	49.85075
4245	52.96575	59.08875	46.84375
4246	48.26475	54.44675	42.08375
4247	43.45475	49.62175	37.28775
4248	38.27075	44.44375	32.09775
4249	31.08575	37.27575	24.89475
4250	30.43575	36.62975	24.24275
4251	31.01575	37.18475	24.84675
4252	33.85575	40.03675	27.67575
4253	39.66175	45.83775	33.48575
4254	44.24175	50.49175	37.99175
4255	49.36975	55.56775	43.17275
4256	51.99675	58.19475	45.79875
4257	55.78275	61.96775	49.59775
4258	56.64375	62.83375	50.45475
4259	57.16975	63.33575	51.00475
4260	56.48875	62.63975	50.33675
4261	56.19175	62.31975	50.06275
4262	55.47375	61.61275	49.33475
4263	54.42475	60.58475	48.26575
4264	54.05075	60.22975	47.87075
4265	53.03475	59.22375	46.84575
4266	50.28075	56.49375	44.06675
4267	46.87175	53.03875	40.70375
4268	44.78875	50.97275	38.60575
4269	41.67575	47.81475	35.53775
4270	40.70075	46.81375	34.58775
4271	35.30475	41.42875	29.18075
4272	32.16175	38.30475	26.01775
4273	31.48375	37.64975	25.31875
4274	28.71475	34.88075	22.54875
4275	28.48275	34.60775	22.35675
4276	26.95875	33.11175	20.80475
4277	25.68675	31.87075	19.50375
4278	27.44375	33.57275	21.31475
4279	27.21275	33.35075	21.07475
4280	27.68575	33.82975	21.54075
4281	27.96175	34.15975	21.76475
4282	30.61375	36.75875	24.46975
4283	35.11275	41.28775	28.93675
4284	38.94175	45.19275	32.68975
4285	41.83875	48.12375	35.55375
4286	45.78875	52.05675	39.51975
4287	49.00875	55.23575	42.78275
4288	50.86175	57.05375	44.66975
4289	51.81775	57.99975	45.63575
4290	53.07175	59.27475	46.86875
4291	54.85875	61.06575	48.65075
4292	56.21075	62.43375	49.98775
4293	57.39275	63.60075	51.18475
4294	58.15475	64.35975	51.94875
4295	57.91875	64.11875	51.71975
4296	56.66175	62.82775	50.49575
4297	57.15775	63.32275	50.99275
4298	57.10875	63.26075	50.95675
4299	56.06975	62.21175	49.92775
4300	55.22575	61.36475	49.08775
4301	54.27375	60.42475	48.12175
4302	51.12075	57.29875	44.94375
4303	48.72975	54.87275	42.58575
4304	46.21875	52.39375	40.04375
4305	47.09775	53.29775	40.89675
4306	46.99075	53.15775	40.82275
4307	46.44975	52.63775	40.26075
4308	48.46575	54.63575	42.29675
4309	49.76675	55.91875	43.61375
4310	50.50475	56.64075	44.36875
4311	50.36375	56.53675	44.19175
4312	50.67675	56.84475	44.50875
4313	49.49375	55.66875	43.31775
4314	46.27475	52.42675	40.12275
4315	41.36275	47.51975	35.20575
4316	36.79275	42.96675	30.61975
4317	31.88875	38.05775	25.71875
4318	30.37075	36.51775	24.22375
4319	27.57375	33.71775	21.42875
4320	25.27875	31.43575	19.12175
4321	23.31275	29.46175	17.16375
4322	22.93875	29.11675	16.76175
4323	24.62175	30.80175	18.44175
4324	26.51475	32.66175	20.36875
4325	27.47575	33.65775	21.29275
4326	32.15775	38.33875	25.97575
4327	35.28975	41.44575	29.13375
4328	36.58075	42.74975	30.41075
4329	38.28675	44.43975	32.13375
4330	35.99975	42.20175	29.79775
4331	35.66175	41.84375	29.48075
4332	36.36575	42.51475	30.21575
4333	34.46775	40.64675	28.28875
4334	32.79775	38.97975	26.61675
4335	31.30575	37.47275	25.13875
4336	28.00375	34.16675	21.84175
4337	26.95775	33.13275	20.78275
4338	26.81475	32.96975	20.66075
4339	27.38575	33.51075	21.26175
4340	27.01575	33.14875	20.88175
4341	27.16675	33.35575	20.97875
4342	27.68275	33.80675	21.55875
4343	30.09575	36.23375	23.95775
4344	31.65375	37.78575	25.52175
4345	35.19975	41.35175	29.04775
4346	36.61475	42.79775	30.43175
4347	39.40275	45.58175	33.22475
4348	43.73775	49.90275	37.57275
4349	47.52575	53.66875	41.38175
4350	48.55175	54.71475	42.38875
4351	48.36675	54.51975	42.21475
4352	47.10775	53.25675	40.95975
4353	45.68275	51.87375	39.49175
4354	42.37075	48.54975	36.19075
4355	39.56875	45.73275	33.40575
4356	32.42975	38.62475	26.23375
4357	26.47775	32.67275	20.28275
4358	22.92875	29.09275	16.76475
4359	20.41375	26.57475	14.25275
4360	20.60275	26.75975	14.44575
4361	20.98475	27.16375	14.80575
4362	21.70775	27.86575	15.54975
4363	21.51575	27.69075	15.33975
4364	21.52675	27.68275	15.37075
4365	21.69775	27.85975	15.53475
4366	23.01675	29.14575	16.88875
4367	24.94175	31.10875	18.77375
4368	23.74075	29.89975	17.58275
4369	23.00375	29.16875	16.83875
4370	23.45375	29.59875	17.30875
4371	22.33975	28.47575	16.20275
4372	20.16375	26.31275	14.01475
4373	18.16475	24.32475	12.00375
4374	17.54375	23.73575	11.35175
4375	18.61575	24.78675	12.44375
4376	20.66775	26.85075	14.48475
4377	22.20475	28.36475	16.04575
4378	25.69375	31.84575	19.54175
4379	29.59275	35.73275	23.45275
4380	30.46975	36.63075	24.30775
4381	31.89475	38.04275	25.74575
4382	33.55275	39.71475	27.39175
4383	34.13875	40.30475	27.97175
4384	37.13075	43.28475	30.97775
4385	39.16175	45.34075	32.98275
4386	39.23475	45.38575	33.08475
4387	38.34075	44.50475	32.17575
4388	37.47275	43.67175	31.27275
4389	38.78275	44.92375	32.64175
4390	40.11075	46.26775	33.95375
4391	39.18075	45.34575	33.01575
4392	41.07275	47.23475	34.91075
4393	40.92875	47.06075	34.79675
4394	40.04875	46.17875	33.91775
4395	38.55875	44.70775	32.41075
4396	37.49775	43.65575	31.34075
4397	37.21575	43.35175	31.07975
4398	35.67375	41.80975	29.53775
4399	32.56275	38.73775	26.38775
4400	29.52475	35.69975	23.34875
4401	28.61875	34.81475	22.42175
4402	26.74975	32.90275	20.59675
4403	23.95275	30.11075	17.79375
4404	20.83575	26.99875	14.67275
4405	17.46275	23.67775	11.24775
4406	16.27775	22.43575	10.11975
4407	13.74875	19.88575	7.61175
4408	13.49875	19.62075	7.37675
4409	12.51075	18.65175	6.37075
4410	14.53175	20.67575	8.38875
4411	19.92275	26.06275	13.78275
4412	24.20675	30.37375	18.03875
4413	28.61075	34.78675	22.43475
4414	34.05775	40.24175	27.87375
4415	36.66275	42.82875	30.49775
4416	41.42475	47.58175	35.26875
4417	42.02575	48.18675	35.86475
4418	43.00075	49.13975	36.86175
4419	41.58975	47.77575	35.40375
4420	41.12475	47.30375	34.94475
4421	39.52875	45.67775	33.37975
4422	38.90675	45.05875	32.75475
4423	36.69875	42.87175	30.52575
4424	35.96375	42.13075	29.79575
4425	34.57075	40.72575	28.41575
4426	36.07975	42.23875	29.92075
4427	33.71575	39.87075	27.55975
4428	34.19875	40.33575	28.06175
4429	31.97775	38.13375	25.82175
4430	28.90175	35.07875	22.72475
4431	26.30575	32.50175	20.10975
4432	24.80875	30.99175	18.62575
4433	25.13475	31.27575	18.99375
4434	24.12975	30.29275	17.96675
4435	21.47675	27.65875	15.29575
4436	22.00575	28.17175	15.84075
4437	22.54275	28.70775	16.37875
4438	20.45875	26.62375	14.29475
4439	19.82875	25.98775	13.66975
4440	19.21575	25.34075	13.08975
4441	19.19675	25.32775	13.06575
4442	20.42375	26.59475	14.25275
4443	24.38275	30.59075	18.17475
4444	29.59475	35.77675	23.41275
4445	33.40475	39.55675	27.25175
4446	34.93675	41.07375	28.79975
4447	37.56275	43.71475	31.40975
4448	38.79775	44.90675	32.68775
4449	37.95575	44.11175	31.80075
4450	37.68975	43.82075	31.55875
4451	37.79175	43.93275	31.65175
4452	38.31875	44.44475	32.19175
4453	36.57975	42.74475	30.41475
4454	37.21275	43.34475	31.08075
4455	38.70075	44.86775	32.53275
4456	39.01175	45.16875	32.85375
4457	38.90575	45.04475	32.76775
4458	38.32375	44.47175	32.17575
4459	37.46875	43.62375	31.31475
4460	38.96075	45.11975	32.80075
4461	39.90675	46.04475	33.76875
4462	40.42775	46.59375	34.26175
4463	40.18975	46.33075	34.04775
4464	40.32675	46.47175	34.18175
4465	40.41275	46.57075	34.25475
4466	38.87175	45.03575	32.70875
4467	36.02175	42.19975	29.84375
4468	32.47575	38.65475	26.29675
4469	26.54575	32.73575	20.35575
4470	22.58975	28.77675	16.40175
4471	16.58075	22.74375	10.41775
4472	12.05475	18.17075	5.93975
4473	10.69075	16.86475	4.51675
4474	12.65975	18.85675	6.46275
4475	19.97375	26.19075	13.75675
4476	28.16475	34.34775	21.98175
4477	34.12275	40.31175	27.93275
4478	39.54775	45.73375	33.36275
4479	43.15175	49.30775	36.99575
4480	44.11375	50.29175	37.93475
4481	45.45575	51.60475	39.30575
4482	46.41275	52.53975	40.28575
4483	46.66175	52.79875	40.52475
4484	46.66175	52.83875	40.48375
4485	46.54975	52.73075	40.36875
4486	46.62075	52.78375	40.45875
4487	47.96575	54.08375	41.84775
4488	48.37675	54.49975	42.25275
4489	45.67575	51.85375	39.49875
4490	46.81475	52.99275	40.63675
4491	44.80875	50.96775	38.64875
4492	46.19575	52.32075	40.07075
4493	44.13875	50.29175	37.98475
4494	43.72575	49.87675	37.57575
4495	42.27975	48.43475	36.12375
4496	40.96875	47.14175	34.79475
4497	40.05475	46.24175	33.86775
4498	42.38275	48.53775	36.22675
4499	41.06175	47.26175	34.86175
4500	43.89475	50.05575	37.73275
4501	44.64275	50.82275	38.46375
4502	46.90275	53.05975	40.74675
4503	48.02975	54.17375	41.88575
4504	49.70675	55.84175	43.57075
4505	51.45675	57.61375	45.29975
4506	52.94675	59.14075	46.75275
4507	51.76775	57.99875	45.53675
4508	51.46275	57.64775	45.27775
4509	47.92375	54.09775	41.74875
4510	43.98575	50.17175	37.79875
4511	40.88575	47.03475	34.73775
4512	39.24875	45.42275	33.07575
4513	36.28275	42.46075	30.10375
4514	32.00575	38.16975	25.84175
4515	28.92675	35.08175	22.77175
4516	26.65075	32.80975	20.49175
4517	23.34875	29.47875	17.21875
4518	18.88875	25.04075	12.73675
4519	16.76775	22.91075	10.62575
4520	12.12575	18.31075	5.94175
4521	9.68775	15.88975	3.48475
4522	6.72375	12.86775	0.58075
4523	6.23975	12.33875	0.14175
4524	6.33375	12.46375	0.20375
4525	6.62075	12.76075	0.47975
4526	9.25675	15.37575	3.13675
4527	10.75175	16.93675	4.56675
4528	11.54875	17.72175	5.37575
4529	14.46875	20.64275	8.29575
4530	16.44275	22.57475	10.30975
4531	19.77075	25.93175	13.60975
4532	20.54675	26.72575	14.36675
4533	22.12875	28.26375	15.99275
4534	22.22075	28.36475	16.07775
4535	21.98075	28.15275	15.80875
4536	22.80575	28.96175	16.64975
4537	20.75575	26.90475	14.60575
4538	20.10175	26.25075	13.95275
4539	19.00175	25.16475	12.83875
4540	21.51275	27.67475	15.34975
4541	23.90475	30.06775	17.74075
4542	25.55575	31.71875	19.39275
4543	27.72875	33.91675	21.54075
4544	33.92375	40.09475	27.75275
4545	38.28875	44.45375	32.12375
4546	41.32275	47.51075	35.13375
4547	41.42875	47.61575	35.24175
4548	43.06075	49.21875	36.90275
4549	42.49375	48.67275	36.31375
4550	42.30475	48.45975	36.14875
4551	42.53175	48.66475	36.39975
4552	42.50875	48.64375	36.37475
4553	42.38175	48.52875	36.23375
4554	41.52875	47.72175	35.33575
4555	41.10875	47.32475	34.89175
4556	40.65875	46.89075	34.42775
4557	38.44075	44.64975	32.23275
4558	35.82175	42.05575	29.58775
4559	34.04475	40.22675	27.86175
4560	29.30375	35.50575	23.10175
4561	27.21375	33.38675	21.04075
4562	23.72575	29.91075	17.54175
4563	20.37375	26.54275	14.20475
4564	19.03475	25.21075	12.85875
