A: Chronology for the Red Sea relative sea-level (RSL) record. where 0-150 ka BP is from Grant et al.. 2012 and 151-500 ka BP is from the present study.										
B: Red Sea RSL datapoints (in metres)										
C: Chronology for the probabilistic RSL record (in kiloyears)										
D: Lower bound of the 95% probability interval for the RSL data										
E: Upper bound of the 95% probability interval for the RSL data										
F: Probability maximum for the RSL data										
G: Lower bound of the 95% probability interval for the probability maximum										
H: Upper bound of the 95% probability interval for the probability maximum										
I: Probability maximum for the first-order time derivative (dRSL) of the RSL data (in metres per kiloyear)										
J: Lower bound of the 95% probability interval for dRSL										
K: Upper bound of the 95% probability interval for dRSL										
										
										
Age_kaBP	RSL datapoints_m	time_kyr	RSL_95low_m	RSL_95high_m	RSL_Pmax_m	RSL_Pmax95high_m	RSL_Pmax95low_m	dRSL_Pmax_m/kyr	dRSL_Pmax95low_m/kyr	dRSL_Pmax95high_m/kyr
7.658	-29.473	15.5	-94.589	-68.507	-80.216	-77.141	-83.29	3.624	-3.048	10.296
7.720	-4.343	15.625	-95.299	-68.95	-80.722	-77.646	-83.798	3.659	-3.011	10.329
7.782	-5.623	15.75	-95.925	-70.007	-81.174	-78.097	-84.252	3.666	-3.004	10.335
7.821	-11.463	15.875	-96.872	-70.788	-81.493	-78.415	-84.571	3.667	-3.006	10.339
7.843	-27.303	16	-97.24	-71.45	-81.665	-78.586	-84.744	3.667	-3.011	10.345
7.904	-14.353	16.125	-98.208	-71.844	-81.85	-78.77	-84.93	3.667	-3.015	10.348
7.905	-23.723	16.25	-98.007	-71.923	-82.196	-79.113	-85.278	3.667	-3.011	10.345
7.931	-11.203	16.375	-98.972	-72.462	-82.707	-79.622	-85.792	3.667	-3.007	10.341
7.967	-17.703	16.5	-100.422	-73.085	-83.298	-80.211	-86.386	3.667	-3.006	10.339
8.028	-26.293	16.625	-102.186	-73.287	-83.843	-80.753	-86.934	3.667	-3.003	10.336
8.090	-24.133	16.75	-103.743	-73.86	-84.247	-81.156	-87.338	3.667	-3.001	10.334
8.097	-16.303	16.875	-104.432	-73.784	-84.498	-81.405	-87.59	3.667	-3	10.333
8.152	-12.483	17	-104.929	-73.967	-84.601	-81.507	-87.696	3.667	-3	10.333
8.208	1.527	17.125	-105.852	-74.048	-84.59	-81.494	-87.686	3.667	-3	10.334
8.213	-26.613	17.25	-106.584	-74.053	-84.601	-81.503	-87.699	3.667	-3.001	10.334
8.275	-16.323	17.375	-107.222	-74.435	-84.777	-81.676	-87.877	3.667	-3.001	10.335
8.337	-16.023	17.5	-107.821	-75	-85.128	-82.025	-88.231	3.667	-3.002	10.335
8.374	-17.313	17.625	-109.091	-75.359	-85.565	-82.458	-88.671	3.667	-3.004	10.337
8.398	-8.043	17.75	-110.036	-75.493	-86.012	-82.902	-89.122	3.667	-3.005	10.339
8.460	-22.023	17.875	-112.291	-75.497	-86.487	-83.373	-89.601	3.667	-3.005	10.338
8.484	-10.243	18	-111.983	-75.634	-87.08	-83.965	-90.196	3.667	-3.005	10.338
8.522	-28.753	18.125	-112.234	-76.04	-87.838	-84.72	-90.956	3.667	-3.005	10.338
8.583	-21.543	18.25	-113.703	-76.406	-88.734	-85.613	-91.854	3.667	-3.005	10.338
8.645	-14.993	18.375	-113.239	-76.928	-89.73	-86.608	-92.851	3.667	-3.007	10.34
8.650	-40.023	18.5	-113.777	-77.439	-90.693	-87.571	-93.816	3.667	-3.009	10.342
8.851	-26.623	18.625	-113.524	-77.825	-91.415	-88.292	-94.539	3.667	-3.01	10.343
9.070	-13.683	18.75	-114.021	-78.216	-91.87	-88.745	-94.995	3.667	-3.009	10.342
9.631	-27.273	18.875	-115.172	-78.627	-92.255	-89.128	-95.382	3.667	-3.008	10.342
9.926	-26.563	19	-115.853	-78.897	-92.748	-89.618	-95.877	3.667	-3.008	10.341
10.050	-54.693	19.125	-116.119	-79.078	-93.382	-90.25	-96.515	3.667	-3.008	10.341
10.509	-26.753	19.25	-116.165	-79.344	-94.107	-90.972	-97.242	3.667	-3.009	10.343
10.850	-41.423	19.375	-116.514	-79.511	-94.853	-91.716	-97.99	3.667	-3.011	10.345
10.910	-27.233	19.5	-117.756	-79.88	-95.546	-92.406	-98.685	3.668	-3.013	10.348
11.650	-63.593	19.625	-118.241	-80.416	-96.204	-93.063	-99.345	3.674	-3.01	10.357
12.450	-77.353	19.75	-118.357	-81.053	-97.055	-93.913	-100.197	3.702	-2.983	10.388
13.154	-73.153	19.875	-120.405	-81.456	-98.263	-95.12	-101.406	3.782	-2.903	10.467
13.857	-75.703	20	-121.147	-81.795	-99.607	-96.463	-102.751	3.916	-2.767	10.598
17.450	-87.403	20.125	-121.005	-82.139	-100.746	-97.602	-103.89	4.044	-2.634	10.722
23.085	-116.073	20.25	-120.988	-82.944	-101.625	-98.48	-104.77	4.095	-2.579	10.769
26.055	-99.463	20.375	-121.139	-83.47	-102.386	-99.242	-105.53	4.044	-2.629	10.717
26.969	-105.213	20.5	-121.902	-83.877	-103.07	-99.927	-106.213	3.916	-2.758	10.589
27.273	-98.163	20.625	-122.154	-84.445	-103.671	-100.529	-106.813	3.782	-2.894	10.458
27.575	-102.333	20.75	-122.114	-85.252	-104.437	-101.297	-107.577	3.702	-2.975	10.379
27.876	-105.973	20.875	-121.904	-85.172	-105.72	-102.581	-108.858	3.674	-3.002	10.35
28.177	-104.253	21	-121.682	-85.605	-107.319	-104.183	-110.454	3.668	-3.007	10.342
28.476	-105.643	21.125	-121.206	-86.194	-108.484	-105.351	-111.617	3.667	-3.007	10.34
28.775	-100.153	21.25	-121.433	-86.611	-108.855	-105.724	-111.985	3.667	-3.006	10.34
29.073	-106.773	21.375	-121.096	-86.842	-108.812	-105.685	-111.94	3.667	-3.006	10.34
29.369	-108.413	21.5	-120.931	-87.114	-108.782	-105.658	-111.907	3.667	-3.006	10.34
29.665	-105.323	21.625	-120.621	-87.491	-108.758	-105.636	-111.88	3.667	-3.007	10.34
29.960	-107.283	21.75	-120.269	-88.036	-108.631	-105.512	-111.75	3.667	-3.008	10.341
30.195	-93.243	21.875	-120.567	-88.555	-108.479	-105.362	-111.595	3.667	-3.009	10.342
30.254	-104.123	22	-121.519	-88.99	-108.418	-105.304	-111.533	3.666	-3.01	10.342
30.414	-92.643	22.125	-121.231	-89.11	-108.501	-105.388	-111.613	3.659	-3.016	10.333
30.468	-90.843	22.25	-121.047	-89.627	-108.743	-105.632	-111.853	3.624	-3.05	10.297
30.546	-103.613	22.375	-121.603	-89.902	-109.118	-106.01	-112.226	3.515	-3.159	10.19
30.710	-97.033	22.5	-121.111	-90.295	-109.54	-106.435	-112.646	3.301	-3.374	9.976
30.741	-92.303	22.625	-120.759	-90.553	-109.889	-106.786	-112.993	3.031	-3.644	9.706
30.833	-97.883	22.75	-120.814	-91.048	-110.058	-106.956	-113.159	2.809	-3.866	9.483
30.955	-101.693	22.875	-120.907	-91.406	-110.032	-106.933	-113.132	2.656	-4.018	9.329
30.959	-89.293	23	-121.15	-91.55	-109.905	-106.807	-113.003	2.456	-4.218	9.13
31.077	-95.113	23.125	-121.381	-91.694	-109.752	-106.655	-112.85	2.022	-4.652	8.697
31.173	-79.763	23.25	-120.846	-91.874	-109.589	-106.492	-112.686	1.213	-5.463	7.889
31.242	-80.663	23.375	-121.281	-92.081	-109.439	-106.343	-112.534	0.087	-6.591	6.764
31.268	-88.093	23.5	-121.509	-91.918	-109.303	-106.209	-112.397	-1.043	-7.723	5.638
31.363	-84.023	23.625	-121.693	-91.629	-109.069	-105.976	-112.161	-1.829	-8.512	4.855
31.458	-91.283	23.75	-121.681	-92.271	-108.558	-105.466	-111.649	-2.196	-8.881	4.489
31.552	-85.523	23.875	-121.952	-91.945	-107.754	-104.662	-110.845	-2.308	-8.99	4.374
31.646	-73.523	24	-121.973	-91.809	-106.947	-103.854	-110.039	-2.33	-9.009	4.349
31.657	-91.133	24.125	-122.236	-92.281	-106.463	-103.37	-109.556	-2.333	-9.012	4.346
31.739	-84.213	24.25	-121.634	-92.368	-106.311	-103.218	-109.404	-2.333	-9.016	4.35
31.832	-92.433	24.375	-121.262	-92.304	-106.273	-103.181	-109.364	-2.333	-9.019	4.353
31.925	-77.733	24.5	-121.65	-92.755	-106.176	-103.086	-109.266	-2.333	-9.02	4.354
32.017	-83.473	24.625	-121.725	-92.436	-105.959	-102.869	-109.048	-2.332	-9.021	4.356
32.109	-85.343	24.75	-120.84	-92.366	-105.656	-102.569	-108.743	-2.326	-9.017	4.364
32.200	-86.623	24.875	-120.577	-92.254	-105.332	-102.247	-108.418	-2.298	-8.992	4.395
32.280	-82.303	25	-119.588	-92.589	-105.002	-101.919	-108.084	-2.224	-8.921	4.473
32.291	-81.973	25.125	-119.338	-92.24	-104.656	-101.576	-107.736	-2.112	-8.81	4.586
32.382	-79.193	25.25	-118.933	-92.087	-104.291	-101.212	-107.371	-2.03	-8.728	4.669
32.472	-87.523	25.375	-118.781	-92.187	-103.86	-100.782	-106.937	-2.01	-8.711	4.691
32.561	-72.923	25.5	-118.595	-91.319	-103.341	-100.264	-106.419	-2.003	-8.709	4.704
32.651	-94.963	25.625	-117.911	-91.558	-102.851	-99.776	-105.926	-1.986	-8.698	4.727
32.739	-81.183	25.75	-116.891	-92.625	-102.527	-99.457	-105.596	-1.951	-8.664	4.762
32.794	-87.853	25.875	-116.829	-92.444	-102.376	-99.308	-105.444	-1.801	-8.512	4.909
32.828	-90.463	26	-115.826	-92.173	-102.3	-99.235	-105.364	-1.443	-8.152	5.266
33.003	-84.793	26.125	-115.492	-91.737	-102.184	-99.12	-105.248	-0.895	-7.606	5.815
33.090	-91.443	26.25	-115.026	-91.065	-101.975	-98.911	-105.039	-0.312	-7.031	6.406
33.262	-77.733	26.375	-115.616	-91.952	-101.735	-98.673	-104.797	0.047	-6.679	6.774
