 -430000.0  -119.420
 -429900.0  -119.522
 -429800.0  -119.624
 -429700.0  -119.726
 -429600.0  -119.828
 -429500.0  -119.930
 -429400.0  -120.032
 -429300.0  -120.134
 -429200.0  -120.236
 -429100.0  -120.338
 -429000.0  -120.440
 -428900.0  -120.222
 -428800.0  -120.004
 -428700.0  -119.786
 -428600.0  -119.568
 -428500.0  -119.350
 -428400.0  -119.132
 -428300.0  -118.914
 -428200.0  -118.696
 -428100.0  -118.478
 -428000.0  -118.260
 -427900.0  -118.083
 -427800.0  -117.906
 -427700.0  -117.729
 -427600.0  -117.552
 -427500.0  -117.375
 -427400.0  -117.198
 -427300.0  -117.021
 -427200.0  -116.844
 -427100.0  -116.667
 -427000.0  -116.490
 -426900.0  -115.835
 -426800.0  -115.180
 -426700.0  -114.525
 -426600.0  -113.870
 -426500.0  -113.215
 -426400.0  -112.560
 -426300.0  -111.905
 -426200.0  -111.250
 -426100.0  -110.595
 -426000.0  -109.940
 -425900.0  -108.501
 -425800.0  -107.062
 -425700.0  -105.623
 -425600.0  -104.184
 -425500.0  -102.745
 -425400.0  -101.306
 -425300.0   -99.867
 -425200.0   -98.428
 -425100.0   -96.989
 -425000.0   -95.550
 -424900.0   -93.860
 -424800.0   -92.170
 -424700.0   -90.480
 -424600.0   -88.790
 -424500.0   -87.100
 -424400.0   -85.410
 -424300.0   -83.720
 -424200.0   -82.030
 -424100.0   -80.340
 -424000.0   -78.650
 -423900.0   -78.529
 -423800.0   -78.408
 -423700.0   -78.287
 -423600.0   -78.166
 -423500.0   -78.045
 -423400.0   -77.924
 -423300.0   -77.803
 -423200.0   -77.682
 -423100.0   -77.561
 -423000.0   -77.440
 -422900.0   -76.327
 -422800.0   -75.214
 -422700.0   -74.101
 -422600.0   -72.988
 -422500.0   -71.875
 -422400.0   -70.762
 -422300.0   -69.649
 -422200.0   -68.536
 -422100.0   -67.423
 -422000.0   -66.310
 -421900.0   -66.031
 -421800.0   -65.752
 -421700.0   -65.473
 -421600.0   -65.194
 -421500.0   -64.915
 -421400.0   -64.636
 -421300.0   -64.357
 -421200.0   -64.078
 -421100.0   -63.799
 -421000.0   -63.520
 -420900.0   -62.979
 -420800.0   -62.438
 -420700.0   -61.897
 -420600.0   -61.356
 -420500.0   -60.815
 -420400.0   -60.274
 -420300.0   -59.733
 -420200.0   -59.192
 -420100.0   -58.651
 -420000.0   -58.110
 -419900.0   -57.442
 -419800.0   -56.774
 -419700.0   -56.106
 -419600.0   -55.438
 -419500.0   -54.770
 -419400.0   -54.102
 -419300.0   -53.434
 -419200.0   -52.766
 -419100.0   -52.098
 -419000.0   -51.430
 -418900.0   -50.975
 -418800.0   -50.520
 -418700.0   -50.065
 -418600.0   -49.610
 -418500.0   -49.155
 -418400.0   -48.700
 -418300.0   -48.245
 -418200.0   -47.790
 -418100.0   -47.335
 -418000.0   -46.880
 -417900.0   -45.751
 -417800.0   -44.622
 -417700.0   -43.493
 -417600.0   -42.364
 -417500.0   -41.235
 -417400.0   -40.106
 -417300.0   -38.977
 -417200.0   -37.848
 -417100.0   -36.719
 -417000.0   -35.590
 -416900.0   -35.205
 -416800.0   -34.820
 -416700.0   -34.435
 -416600.0   -34.050
 -416500.0   -33.665
 -416400.0   -33.280
 -416300.0   -32.895
 -416200.0   -32.510
 -416100.0   -32.125
 -416000.0   -31.740
 -415900.0   -31.081
 -415800.0   -30.422
 -415700.0   -29.763
 -415600.0   -29.104
 -415500.0   -28.445
 -415400.0   -27.786
 -415300.0   -27.127
 -415200.0   -26.468
 -415100.0   -25.809
 -415000.0   -25.150
 -414900.0   -24.382
 -414800.0   -23.614
 -414700.0   -22.846
 -414600.0   -22.078
 -414500.0   -21.310
 -414400.0   -20.542
 -414300.0   -19.774
 -414200.0   -19.006
 -414100.0   -18.238
 -414000.0   -17.470
 -413900.0   -16.968
 -413800.0   -16.466
 -413700.0   -15.964
 -413600.0   -15.462
 -413500.0   -14.960
 -413400.0   -14.458
 -413300.0   -13.956
 -413200.0   -13.454
 -413100.0   -12.952
 -413000.0   -12.450
 -412900.0   -12.400
 -412800.0   -12.350
 -412700.0   -12.300
 -412600.0   -12.250
 -412500.0   -12.200
 -412400.0   -12.150
 -412300.0   -12.100
 -412200.0   -12.050
 -412100.0   -12.000
 -412000.0   -11.950
 -411900.0   -11.527
 -411800.0   -11.104
 -411700.0   -10.681
 -411600.0   -10.258
 -411500.0    -9.835
 -411400.0    -9.412
 -411300.0    -8.989
 -411200.0    -8.566
 -411100.0    -8.143
 -411000.0    -7.720
 -410900.0    -7.287
 -410800.0    -6.854
 -410700.0    -6.421
 -410600.0    -5.988
 -410500.0    -5.555
 -410400.0    -5.122
 -410300.0    -4.689
 -410200.0    -4.256
 -410100.0    -3.823
 -410000.0    -3.390
 -409900.0    -2.507
 -409800.0    -1.624
 -409700.0    -0.741
 -409600.0     0.142
 -409500.0     1.025
 -409400.0     1.908
 -409300.0     2.791
 -409200.0     3.674
 -409100.0     4.557
 -409000.0     5.440
 -408900.0     5.675
 -408800.0     5.910
 -408700.0     6.145
 -408600.0     6.380
 -408500.0     6.615
 -408400.0     6.850
 -408300.0     7.085
 -408200.0     7.320
 -408100.0     7.555
 -408000.0     7.790
 -407900.0     8.036
 -407800.0     8.282
 -407700.0     8.528
 -407600.0     8.774
 -407500.0     9.020
 -407400.0     9.266
 -407300.0     9.512
 -407200.0     9.758
 -407100.0    10.004
 -407000.0    10.250
 -406900.0    10.342
 -406800.0    10.434
 -406700.0    10.526
 -406600.0    10.618
 -406500.0    10.710
 -406400.0    10.802
 -406300.0    10.894
 -406200.0    10.986
 -406100.0    11.078
 -406000.0    11.170
 -405900.0    11.339
 -405800.0    11.508
 -405700.0    11.677
 -405600.0    11.846
 -405500.0    12.015
 -405400.0    12.184
 -405300.0    12.353
 -405200.0    12.522
 -405100.0    12.691
 -405000.0    12.860
 -404900.0    13.170
 -404800.0    13.480
 -404700.0    13.790
 -404600.0    14.100
 -404500.0    14.410
 -404400.0    14.720
 -404300.0    15.030
 -404200.0    15.340
 -404100.0    15.650
 -404000.0    15.960
 -403900.0    15.820
 -403800.0    15.680
 -403700.0    15.540
 -403600.0    15.400
 -403500.0    15.260
 -403400.0    15.120
 -403300.0    14.980
 -403200.0    14.840
 -403100.0    14.700
 -403000.0    14.560
 -402900.0    14.405
 -402800.0    14.250
 -402700.0    14.095
 -402600.0    13.940
 -402500.0    13.785
 -402400.0    13.630
 -402300.0    13.475
 -402200.0    13.320
 -402100.0    13.165
 -402000.0    13.010
 -401900.0    13.114
 -401800.0    13.218
 -401700.0    13.322
 -401600.0    13.426
 -401500.0    13.530
 -401400.0    13.634
 -401300.0    13.738
 -401200.0    13.842
 -401100.0    13.946
 -401000.0    14.050
 -400900.0    14.104
 -400800.0    14.158
 -400700.0    14.212
 -400600.0    14.266
 -400500.0    14.320
 -400400.0    14.374
 -400300.0    14.428
 -400200.0    14.482
 -400100.0    14.536
 -400000.0    14.590
 -399900.0    14.155
 -399800.0    13.720
 -399700.0    13.285
 -399600.0    12.850
 -399500.0    12.415
 -399400.0    11.980
 -399300.0    11.545
 -399200.0    11.110
 -399100.0    10.675
 -399000.0    10.240
 -398900.0     9.534
 -398800.0     8.828
 -398700.0     8.122
 -398600.0     7.416
 -398500.0     6.710
 -398400.0     6.004
 -398300.0     5.298
 -398200.0     4.592
 -398100.0     3.886
 -398000.0     3.180
 -397900.0     2.760
 -397800.0     2.340
 -397700.0     1.920
 -397600.0     1.500
 -397500.0     1.080
 -397400.0     0.660
 -397300.0     0.240
 -397200.0    -0.180
 -397100.0    -0.600
 -397000.0    -1.020
 -396900.0    -1.234
 -396800.0    -1.448
 -396700.0    -1.662
 -396600.0    -1.876
 -396500.0    -2.090
 -396400.0    -2.304
 -396300.0    -2.518
 -396200.0    -2.732
 -396100.0    -2.946
 -396000.0    -3.160
 -395900.0    -3.266
 -395800.0    -3.372
 -395700.0    -3.478
 -395600.0    -3.584
 -395500.0    -3.690
 -395400.0    -3.796
 -395300.0    -3.902
 -395200.0    -4.008
 -395100.0    -4.114
 -395000.0    -4.220
 -394900.0    -4.451
 -394800.0    -4.682
 -394700.0    -4.913
 -394600.0    -5.144
 -394500.0    -5.375
 -394400.0    -5.606
 -394300.0    -5.837
 -394200.0    -6.068
 -394100.0    -6.299
 -394000.0    -6.530
 -393900.0    -6.851
 -393800.0    -7.172
 -393700.0    -7.493
 -393600.0    -7.814
